Dato;Tid;Celle 1;Celle 2;Celle 3;Celle 4;Celle 5;Celle 6;Celle 7;Celle 8;Celle 9;Celle 10;Celle 11;Celle 12;Celle 13;Celle 14;Celle 15;Celle 16;Celle 17;Celle 18;Celle 19;Celle 20;Celle 21;Celle 22;Celle 23;Celle 24;Celle 25;Celle 26;Celle 27;Celle 28;Celle 29;Celle 30;Celle 31;Celle 32;Celle 33;Celle 34
02-02-2023;23:00:00;4,77;2,86;13,35;6,67;8,58;3,81;2,86;1,91;6,67;1,91;7,63;4,77;5,72;3,81;2,86;1,91;2,86;3,81;3,81;3,81;3,81;3,81;3,81;3,81;2,86;0,95;5,72;3,81;3,81;0,95;0;3,81;4,77;3,81
03-02-2023;00:00:00;5,72;4,77;6,67;3,81;3,81;3,81;2,86;2,86;10,49;2,86;4,77;2,86;3,81;2,86;2,86;1,91;2,86;3,81;2,86;3,81;3,81;3,81;3,81;4,77;1,91;2,86;5,72;3,81;3,81;0;0;4,77;4,77;4,77
03-02-2023;01:00:00;4,77;3,81;3,81;1,91;1,91;2,86;3,81;2,86;86,76;2,86;2,86;0,95;3,81;2,86;3,81;2,86;2,86;3,81;2,86;4,77;4,77;3,81;4,77;4,77;1,91;3,81;3,81;3,81;3,81;0;0;6,67;6,67;5,72
03-02-2023;02:00:00;6,67;2,86;1,91;0;2,86;2,86;7,63;5,72;0;1,91;1,91;0,95;4,77;4,77;5,72;2,86;2,86;3,81;2,86;5,72;5,72;3,81;4,77;4,77;1,91;1,91;8,58;5,72;4,77;1,91;0;7,63;4,77;6,67
03-02-2023;03:00:00;5,72;3,81;2,86;0;1,91;3,81;8,58;8,58;0;0;0,95;0;3,81;4,77;9,53;1,91;1,91;3,81;2,86;6,67;4,77;4,77;4,77;4,77;1,91;3,81;6,67;4,77;3,81;0;0;6,67;4,77;5,72
03-02-2023;04:00:00;2,86;0,95;1,91;0;1,91;6,67;6,67;6,67;0;0;0;0;2,86;2,86;6,67;0,95;0,95;2,86;0,95;4,77;2,86;2,86;3,81;2,86;0;0;4,77;2,86;3,81;0;0;3,81;5,72;2,86
03-02-2023;05:00:00;1,91;0,95;2,86;0;1,91;1,91;1,91;2,86;21,93;0;0,95;0;0,95;1,91;2,86;2,86;2,86;2,86;1,91;2,86;2,86;2,86;2,86;1,91;0,95;0;2,86;3,81;2,86;0;0;3,81;4,77;1,91
03-02-2023;06:00:00;0;5,72;7,63;9,53;6,67;5,72;5,72;6,67;0;3,81;8,58;8,58;9,53;10,49;6,67;9,53;13,35;17,16;15,25;13,35;9,53;8,58;9,53;8,58;12,39;1,91;5,72;12,39;10,49;2,86;8,58;8,58;9,53;7,63
03-02-2023;07:00:00;0;21,93;16,21;26,7;21,93;19,07;19,07;16,21;0;16,21;21,93;30,51;27,65;34,32;23,84;14,3;23,84;32,42;40,04;27,65;19,07;13,35;18,12;15,25;26,7;10,49;15,25;17,16;13,35;5,72;20,98;11,44;13,35;10,49
03-02-2023;08:00:00;0,95;14,3;16,21;36,23;41;20,02;18,12;15,25;10,49;11,44;23,84;40,04;33,37;35,28;20,02;12,39;20,98;26,7;41;20,98;14,3;9,53;16,21;13,35;21,93;5,72;12,39;12,39;11,44;4,77;14,3;8,58;11,44;8,58
03-02-2023;09:00:00;3,81;12,39;14,3;24,79;20,02;14,3;8,58;8,58;6,67;9,53;14,3;22,88;13,35;13,35;12,39;10,49;13,35;14,3;15,25;8,58;9,53;7,63;11,44;7,63;12,39;5,72;10,49;9,53;8,58;4,77;9,53;7,63;11,44;7,63
03-02-2023;10:00:00;4,77;13,35;13,35;25,74;19,07;14,3;7,63;8,58;10,49;10,49;13,35;23,84;13,35;12,39;12,39;7,63;12,39;15,25;14,3;7,63;9,53;8,58;12,39;7,63;11,44;6,67;11,44;10,49;9,53;5,72;10,49;7,63;10,49;7,63
03-02-2023;11:00:00;4,77;15,25;15,25;29,56;19,07;17,16;8,58;8,58;0;11,44;14,3;26,7;15,25;14,3;13,35;7,63;13,35;17,16;15,25;7,63;9,53;8,58;13,35;7,63;12,39;5,72;13,35;11,44;9,53;4,77;11,44;8,58;11,44;7,63
03-02-2023;12:00:00;3,81;14,3;16,21;31,46;20,02;17,16;8,58;8,58;0;10,49;15,25;30,51;18,12;16,21;12,39;9,53;17,16;20,98;18,12;7,63;10,49;10,49;14,3;7,63;13,35;5,72;12,39;12,39;10,49;3,81;11,44;9,53;10,49;7,63
03-02-2023;13:00:00;3,81;14,3;17,16;31,46;20,02;16,21;8,58;9,53;8,58;11,44;18,12;32,42;23,84;19,07;14,3;14,3;22,88;27,65;25,74;9,53;13,35;13,35;17,16;8,58;14,3;5,72;12,39;14,3;10,49;3,81;12,39;9,53;10,49;7,63
03-02-2023;14:00:00;2,86;17,16;19,07;40,04;26,7;18,12;10,49;12,39;20,98;14,3;29,56;43,86;36,23;28,6;17,16;28,6;34,32;41;45,76;14,3;21,93;17,16;25,74;16,21;20,02;6,67;13,35;22,88;13,35;4,77;17,16;14,3;11,44;9,53
03-02-2023;15:00:00;2,86;18,12;20,98;52,44;32,42;20,02;17,16;20,98;5,72;17,16;38,14;51,49;43,86;34,32;21,93;42,9;40,04;54,35;54,35;17,16;24,79;20,98;30,51;36,23;24,79;9,53;15,25;29,56;15,25;4,77;25,74;17,16;12,39;15,25
03-02-2023;16:00:00;2,86;15,25;16,21;44,81;29,56;20,02;17,16;19,07;5,72;13,35;29,56;43,86;30,51;25,74;19,07;30,51;30,51;40,04;33,37;16,21;20,98;17,16;21,93;22,88;19,07;8,58;13,35;25,74;13,35;3,81;18,12;15,25;11,44;14,3
03-02-2023;17:00:00;2,86;13,35;13,35;28,6;22,88;19,07;13,35;15,25;1,91;10,49;19,07;31,46;16,21;16,21;16,21;11,44;17,16;19,07;15,25;11,44;12,39;10,49;11,44;6,67;13,35;6,67;12,39;14,3;9,53;3,81;10,49;9,53;10,49;8,58
03-02-2023;18:00:00;2,86;10,49;9,53;20,98;14,3;13,35;8,58;13,35;3,81;7,63;11,44;20,98;11,44;9,53;12,39;3,81;10,49;11,44;8,58;6,67;9,53;7,63;7,63;4,77;9,53;5,72;10,49;7,63;7,63;2,86;6,67;4,77;9,53;5,72
03-02-2023;19:00:00;2,86;8,58;7,63;15,25;11,44;10,49;5,72;7,63;9,53;6,67;9,53;14,3;8,58;6,67;9,53;2,86;7,63;9,53;6,67;4,77;6,67;6,67;6,67;4,77;7,63;4,77;9,53;5,72;6,67;1,91;4,77;3,81;8,58;4,77
03-02-2023;20:00:00;2,86;8,58;7,63;12,39;9,53;9,53;4,77;5,72;4,77;6,67;8,58;12,39;8,58;5,72;7,63;2,86;5,72;8,58;5,72;5,72;6,67;6,67;5,72;3,81;6,67;4,77;8,58;4,77;5,72;1,91;4,77;3,81;8,58;4,77
03-02-2023;21:00:00;2,86;7,63;6,67;11,44;9,53;8,58;4,77;5,72;14,3;6,67;6,67;11,44;7,63;5,72;7,63;2,86;5,72;6,67;5,72;5,72;6,67;6,67;5,72;4,77;5,72;5,72;8,58;4,77;5,72;1,91;3,81;3,81;8,58;4,77
03-02-2023;22:00:00;2,86;5,72;6,67;11,44;7,63;9,53;4,77;5,72;20,02;4,77;7,63;11,44;7,63;5,72;7,63;3,81;4,77;6,67;5,72;5,72;6,67;5,72;5,72;4,77;5,72;5,72;7,63;4,77;5,72;2,86;2,86;3,81;6,67;3,81
03-02-2023;23:00:00;1,91;5,72;5,72;10,49;10,49;6,67;4,77;5,72;15,25;4,77;10,49;11,44;6,67;4,77;6,67;3,81;4,77;5,72;4,77;4,77;5,72;4,77;3,81;3,81;4,77;5,72;7,63;3,81;4,77;2,86;1,91;5,72;6,67;3,81
04-02-2023;00:00:00;1,91;6,67;4,77;8,58;9,53;5,72;4,77;4,77;8,58;3,81;5,72;9,53;5,72;4,77;5,72;2,86;4,77;4,77;3,81;4,77;4,77;3,81;3,81;3,81;3,81;4,77;7,63;2,86;2,86;2,86;0,95;4,77;3,81;3,81
04-02-2023;01:00:00;1,91;5,72;2,86;5,72;2,86;5,72;4,77;3,81;24,79;2,86;2,86;6,67;3,81;3,81;3,81;0,95;1,91;3,81;2,86;3,81;4,77;1,91;1,91;2,86;2,86;4,77;5,72;2,86;2,86;0,95;0;3,81;4,77;2,86
04-02-2023;02:00:00;2,86;5,72;1,91;2,86;1,91;4,77;4,77;4,77;0,95;0,95;1,91;4,77;2,86;2,86;3,81;0,95;1,91;2,86;1,91;3,81;4,77;1,91;2,86;2,86;1,91;5,72;5,72;2,86;2,86;1,91;0;3,81;3,81;2,86
04-02-2023;03:00:00;2,86;6,67;1,91;0,95;0,95;4,77;4,77;4,77;44,81;2,86;0,95;2,86;2,86;2,86;3,81;0,95;0,95;2,86;1,91;4,77;4,77;0,95;2,86;2,86;1,91;2,86;3,81;2,86;2,86;0,95;0;3,81;4,77;2,86
04-02-2023;04:00:00;1,91;1,91;3,81;0;0,95;4,77;4,77;4,77;77,23;2,86;0;0,95;1,91;1,91;4,77;0;0;1,91;0,95;3,81;2,86;0,95;1,91;1,91;0,95;2,86;5,72;1,91;1,91;0;0;2,86;4,77;2,86
04-02-2023;05:00:00;0,95;3,81;2,86;0;1,91;2,86;3,81;3,81;0;0;0;0;1,91;0,95;3,81;0;0;0,95;0;2,86;2,86;1,91;1,91;1,91;0;0;4,77;1,91;2,86;0;0;2,86;3,81;2,86
04-02-2023;06:00:00;1,91;4,77;2,86;0;1,91;2,86;1,91;1,91;0;0,95;0,95;0;1,91;0,95;1,91;0,95;0,95;2,86;0,95;2,86;1,91;1,91;1,91;1,91;0,95;0;2,86;2,86;2,86;0;0;2,86;3,81;2,86
04-02-2023;07:00:00;1,91;5,72;2,86;0,95;3,81;3,81;1,91;1,91;0;0,95;1,91;1,91;2,86;1,91;3,81;0,95;1,91;2,86;1,91;2,86;1,91;1,91;1,91;1,91;1,91;0,95;3,81;1,91;2,86;0;0,95;1,91;3,81;1,91
04-02-2023;08:00:00;2,86;6,67;3,81;3,81;5,72;5,72;2,86;2,86;0;2,86;3,81;3,81;2,86;2,86;4,77;0,95;3,81;4,77;2,86;3,81;3,81;2,86;2,86;2,86;3,81;1,91;4,77;2,86;2,86;0;2,86;1,91;5,72;2,86
04-02-2023;09:00:00;2,86;10,49;6,67;10,49;9,53;8,58;3,81;5,72;0;6,67;6,67;10,49;5,72;5,72;7,63;1,91;6,67;8,58;5,72;6,67;6,67;4,77;4,77;3,81;6,67;3,81;6,67;4,77;3,81;1,91;5,72;3,81;6,67;3,81
04-02-2023;10:00:00;4,77;13,35;10,49;16,21;15,25;13,35;5,72;6,67;0;10,49;10,49;16,21;9,53;9,53;10,49;2,86;9,53;12,39;8,58;7,63;8,58;5,72;6,67;4,77;8,58;5,72;9,53;7,63;7,63;2,86;8,58;4,77;7,63;4,77
04-02-2023;11:00:00;3,81;15,25;13,35;22,88;19,07;19,07;6,67;8,58;0;12,39;12,39;21,93;11,44;12,39;12,39;3,81;12,39;15,25;10,49;6,67;8,58;7,63;7,63;5,72;9,53;6,67;9,53;9,53;8,58;3,81;9,53;7,63;8,58;4,77
04-02-2023;12:00:00;3,81;16,21;15,25;25,74;20,98;20,02;7,63;9,53;10,49;12,39;14,3;25,74;13,35;13,35;12,39;4,77;12,39;18,12;11,44;7,63;9,53;8,58;8,58;5,72;10,49;6,67;10,49;10,49;9,53;3,81;9,53;6,67;7,63;4,77
04-02-2023;13:00:00;3,81;16,21;14,3;24,79;20,02;18,12;6,67;8,58;14,3;12,39;13,35;25,74;13,35;13,35;11,44;3,81;12,39;17,16;11,44;6,67;8,58;8,58;8,58;5,72;9,53;5,72;9,53;9,53;10,49;2,86;8,58;4,77;7,63;3,81
04-02-2023;14:00:00;2,86;14,3;12,39;25,74;19,07;17,16;6,67;8,58;8,58;11,44;13,35;26,7;12,39;11,44;10,49;3,81;11,44;15,25;10,49;5,72;7,63;8,58;8,58;4,77;8,58;5,72;9,53;9,53;9,53;2,86;7,63;4,77;8,58;3,81
04-02-2023;15:00:00;2,86;13,35;11,44;25,74;17,16;15,25;6,67;7,63;8,58;9,53;13,35;24,79;11,44;10,49;9,53;5,72;10,49;14,3;9,53;6,67;6,67;8,58;6,67;4,77;8,58;4,77;8,58;8,58;8,58;1,91;6,67;3,81;8,58;3,81
04-02-2023;16:00:00;2,86;12,39;12,39;25,74;16,21;15,25;6,67;7,63;3,81;9,53;13,35;24,79;11,44;9,53;10,49;3,81;11,44;14,3;9,53;6,67;7,63;8,58;6,67;4,77;8,58;4,77;8,58;7,63;7,63;2,86;6,67;3,81;8,58;3,81
04-02-2023;17:00:00;2,86;11,44;9,53;22,88;16,21;14,3;5,72;6,67;23,84;7,63;12,39;22,88;11,44;9,53;9,53;3,81;10,49;13,35;8,58;5,72;6,67;7,63;6,67;4,77;7,63;4,77;9,53;6,67;6,67;2,86;6,67;3,81;9,53;3,81
04-02-2023;18:00:00;2,86;9,53;6,67;18,12;13,35;11,44;4,77;5,72;17,16;6,67;10,49;17,16;8,58;6,67;8,58;2,86;7,63;9,53;6,67;3,81;5,72;7,63;5,72;3,81;6,67;3,81;8,58;4,77;5,72;1,91;4,77;2,86;8,58;3,81
04-02-2023;19:00:00;2,86;8,58;5,72;14,3;10,49;9,53;3,81;4,77;18,12;5,72;8,58;12,39;7,63;5,72;7,63;1,91;5,72;8,58;4,77;3,81;4,77;5,72;4,77;3,81;5,72;3,81;7,63;4,77;4,77;1,91;3,81;2,86;7,63;3,81
04-02-2023;20:00:00;2,86;7,63;4,77;12,39;9,53;9,53;3,81;3,81;0;5,72;7,63;11,44;7,63;4,77;6,67;1,91;5,72;7,63;4,77;3,81;3,81;5,72;4,77;3,81;5,72;3,81;8,58;3,81;4,77;1,91;3,81;2,86;7,63;3,81
04-02-2023;21:00:00;1,91;7,63;4,77;10,49;8,58;8,58;3,81;3,81;22,88;5,72;6,67;10,49;6,67;4,77;6,67;1,91;5,72;6,67;4,77;3,81;4,77;5,72;5,72;3,81;5,72;3,81;7,63;3,81;4,77;2,86;2,86;2,86;7,63;3,81
04-02-2023;22:00:00;1,91;6,67;4,77;11,44;9,53;7,63;3,81;3,81;26,7;4,77;7,63;10,49;6,67;4,77;5,72;1,91;5,72;5,72;4,77;3,81;4,77;5,72;6,67;3,81;5,72;4,77;6,67;3,81;4,77;2,86;1,91;2,86;5,72;2,86
04-02-2023;23:00:00;1,91;5,72;4,77;10,49;11,44;5,72;3,81;3,81;9,53;4,77;7,63;10,49;6,67;3,81;4,77;1,91;3,81;5,72;4,77;2,86;3,81;4,77;3,81;3,81;4,77;4,77;5,72;2,86;3,81;2,86;1,91;3,81;5,72;2,86
05-02-2023;00:00:00;1,91;6,67;5,72;9,53;8,58;4,77;2,86;2,86;48,63;5,72;3,81;8,58;5,72;3,81;4,77;0,95;2,86;4,77;3,81;2,86;3,81;2,86;2,86;3,81;3,81;3,81;6,67;1,91;2,86;2,86;0;3,81;3,81;2,86
05-02-2023;01:00:00;0,95;6,67;2,86;4,77;3,81;5,72;3,81;3,81;29,56;4,77;1,91;5,72;3,81;2,86;3,81;0,95;1,91;3,81;2,86;2,86;2,86;1,91;2,86;2,86;2,86;5,72;4,77;0,95;1,91;1,91;0;1,91;2,86;2,86
05-02-2023;02:00:00;1,91;6,67;0,95;2,86;2,86;4,77;3,81;2,86;16,21;4,77;0,95;3,81;2,86;1,91;3,81;0,95;1,91;2,86;1,91;1,91;1,91;0,95;1,91;1,91;1,91;4,77;4,77;0,95;1,91;0,95;0;1,91;1,91;1,91
05-02-2023;03:00:00;2,86;4,77;1,91;0,95;1,91;4,77;2,86;3,81;27,65;2,86;0;2,86;1,91;1,91;5,72;0;0,95;2,86;0,95;1,91;2,86;0,95;1,91;1,91;1,91;4,77;4,77;0,95;1,91;0;0;2,86;2,86;1,91
05-02-2023;04:00:00;0,95;6,67;2,86;0;0,95;4,77;2,86;2,86;34,32;2,86;0;0,95;1,91;1,91;5,72;0;0;1,91;0,95;1,91;1,91;0,95;0,95;1,91;0,95;2,86;4,77;0,95;0,95;0;0;1,91;3,81;0,95
05-02-2023;05:00:00;0,95;3,81;1,91;0;1,91;6,67;1,91;1,91;0;0,95;0;0;1,91;0;5,72;0;0;0,95;0;1,91;1,91;0,95;0,95;1,91;0;0;1,91;0,95;1,91;0;0;1,91;4,77;0,95
05-02-2023;06:00:00;1,91;2,86;2,86;0;0,95;7,63;0,95;0;0;0;0;0;1,91;0;1,91;0;0;1,91;0;0,95;0,95;0,95;0,95;0,95;0;0;3,81;0,95;1,91;0;0;1,91;1,91;0,95
05-02-2023;07:00:00;0,95;5,72;2,86;0;1,91;4,77;0,95;0,95;1,91;1,91;0,95;0;1,91;0,95;2,86;0;0,95;1,91;0,95;1,91;1,91;1,91;0,95;0,95;0,95;0,95;4,77;0,95;1,91;0;0;0,95;1,91;1,91
05-02-2023;08:00:00;1,91;7,63;3,81;2,86;5,72;4,77;1,91;1,91;0,95;3,81;2,86;2,86;2,86;1,91;4,77;0,95;1,91;3,81;1,91;2,86;1,91;2,86;2,86;2,86;2,86;1,91;4,77;1,91;1,91;0,95;1,91;1,91;4,77;2,86
05-02-2023;09:00:00;2,86;8,58;5,72;8,58;8,58;8,58;3,81;3,81;0;6,67;5,72;8,58;4,77;5,72;7,63;1,91;4,77;6,67;4,77;3,81;4,77;3,81;3,81;2,86;4,77;4,77;5,72;3,81;2,86;1,91;4,77;2,86;5,72;2,86
05-02-2023;10:00:00;3,81;10,49;8,58;13,35;11,44;12,39;4,77;5,72;0;8,58;8,58;13,35;7,63;8,58;9,53;2,86;7,63;9,53;7,63;5,72;6,67;5,72;4,77;3,81;7,63;5,72;7,63;5,72;5,72;3,81;7,63;3,81;6,67;3,81
05-02-2023;11:00:00;3,81;13,35;12,39;18,12;14,3;14,3;6,67;7,63;3,81;11,44;11,44;18,12;10,49;10,49;10,49;3,81;10,49;12,39;9,53;6,67;7,63;6,67;6,67;4,77;8,58;7,63;8,58;7,63;7,63;4,77;8,58;4,77;7,63;4,77
05-02-2023;12:00:00;2,86;13,35;15,25;21,93;17,16;16,21;7,63;7,63;0;11,44;13,35;21,93;12,39;11,44;11,44;4,77;12,39;15,25;10,49;6,67;8,58;7,63;7,63;5,72;9,53;6,67;9,53;9,53;8,58;3,81;8,58;5,72;7,63;4,77
05-02-2023;13:00:00;3,81;15,25;15,25;22,88;18,12;16,21;7,63;7,63;10,49;11,44;14,3;23,84;14,3;12,39;10,49;5,72;13,35;15,25;10,49;6,67;7,63;8,58;8,58;5,72;9,53;5,72;9,53;8,58;9,53;3,81;8,58;4,77;7,63;4,77
05-02-2023;14:00:00;2,86;13,35;13,35;23,84;19,07;15,25;6,67;7,63;9,53;10,49;13,35;23,84;14,3;12,39;10,49;3,81;12,39;15,25;10,49;5,72;7,63;9,53;9,53;4,77;8,58;5,72;8,58;7,63;8,58;2,86;7,63;4,77;7,63;3,81
05-02-2023;15:00:00;2,86;12,39;12,39;21,93;19,07;14,3;6,67;6,67;22,88;9,53;12,39;21,93;13,35;10,49;9,53;3,81;11,44;13,35;8,58;5,72;6,67;8,58;8,58;3,81;7,63;4,77;8,58;7,63;7,63;2,86;6,67;3,81;7,63;3,81
05-02-2023;16:00:00;2,86;12,39;11,44;20,98;19,07;14,3;6,67;6,67;19,07;9,53;12,39;22,88;13,35;10,49;9,53;3,81;11,44;13,35;8,58;5,72;7,63;9,53;8,58;4,77;7,63;4,77;8,58;6,67;6,67;2,86;6,67;4,77;7,63;3,81
05-02-2023;17:00:00;2,86;10,49;9,53;20,02;18,12;14,3;5,72;6,67;16,21;6,67;11,44;20,02;12,39;10,49;9,53;3,81;10,49;12,39;7,63;5,72;6,67;9,53;7,63;3,81;7,63;3,81;8,58;5,72;5,72;1,91;5,72;4,77;7,63;3,81
05-02-2023;18:00:00;2,86;8,58;6,67;16,21;17,16;10,49;3,81;4,77;11,44;5,72;9,53;16,21;8,58;6,67;7,63;2,86;9,53;8,58;5,72;3,81;8,58;6,67;9,53;3,81;5,72;2,86;8,58;4,77;4,77;0,95;3,81;3,81;7,63;2,86
05-02-2023;19:00:00;2,86;7,63;6,67;11,44;11,44;8,58;3,81;3,81;0;4,77;8,58;11,44;7,63;4,77;6,67;1,91;8,58;7,63;4,77;2,86;4,77;5,72;8,58;2,86;4,77;2,86;7,63;3,81;3,81;0,95;3,81;2,86;6,67;2,86
05-02-2023;20:00:00;1,91;6,67;5,72;9,53;16,21;7,63;2,86;2,86;0;5,72;7,63;10,49;7,63;5,72;5,72;1,91;10,49;7,63;4,77;2,86;3,81;5,72;11,44;2,86;4,77;2,86;7,63;2,86;3,81;1,91;2,86;2,86;6,67;2,86
05-02-2023;21:00:00;1,91;6,67;5,72;7,63;6,67;5,72;2,86;2,86;7,63;4,77;6,67;7,63;5,72;3,81;4,77;1,91;5,72;5,72;3,81;2,86;3,81;4,77;5,72;2,86;3,81;2,86;6,67;2,86;3,81;0,95;1,91;2,86;7,63;2,86
05-02-2023;22:00:00;1,91;4,77;7,63;5,72;5,72;5,72;2,86;2,86;0;2,86;6,67;5,72;4,77;2,86;4,77;0,95;4,77;4,77;2,86;2,86;4,77;3,81;4,77;2,86;2,86;1,91;6,67;2,86;3,81;0,95;0;1,91;3,81;1,91
05-02-2023;23:00:00;1,91;5,72;7,63;3,81;13,35;3,81;2,86;2,86;8,58;2,86;5,72;5,72;6,67;3,81;3,81;0,95;3,81;4,77;2,86;2,86;3,81;3,81;3,81;3,81;3,81;1,91;5,72;2,86;3,81;1,91;0,95;2,86;4,77;2,86
06-02-2023;00:00:00;1,91;8,58;7,63;2,86;5,72;4,77;3,81;3,81;0;3,81;3,81;3,81;6,67;4,77;4,77;1,91;2,86;3,81;2,86;2,86;3,81;2,86;3,81;3,81;2,86;1,91;4,77;2,86;3,81;2,86;0;3,81;4,77;3,81
06-02-2023;01:00:00;2,86;6,67;3,81;1,91;3,81;6,67;4,77;4,77;2,86;4,77;2,86;2,86;4,77;5,72;5,72;1,91;2,86;4,77;3,81;6,67;5,72;2,86;3,81;4,77;3,81;8,58;6,67;3,81;3,81;1,91;0;4,77;6,67;4,77
06-02-2023;02:00:00;4,77;8,58;1,91;1,91;3,81;7,63;6,67;7,63;0;3,81;2,86;1,91;4,77;7,63;10,49;2,86;2,86;4,77;3,81;5,72;6,67;3,81;4,77;5,72;4,77;7,63;6,67;3,81;4,77;4,77;0;5,72;5,72;4,77
06-02-2023;03:00:00;4,77;8,58;2,86;0;3,81;9,53;6,67;7,63;40,04;2,86;0,95;1,91;4,77;3,81;13,35;1,91;1,91;3,81;2,86;5,72;4,77;3,81;4,77;3,81;3,81;3,81;4,77;3,81;4,77;0;0;6,67;5,72;4,77
06-02-2023;04:00:00;0,95;0,95;1,91;0;2,86;7,63;4,77;4,77;20,02;0;0;0;2,86;1,91;6,67;0,95;0,95;2,86;0,95;2,86;2,86;1,91;3,81;2,86;0;0;2,86;1,91;4,77;0;0;2,86;5,72;3,81
06-02-2023;05:00:00;0;0,95;1,91;0;1,91;2,86;1,91;1,91;0;0;1,91;0;1,91;2,86;3,81;3,81;3,81;3,81;2,86;1,91;2,86;4,77;3,81;2,86;1,91;0;1,91;6,67;3,81;0;0;7,63;4,77;2,86
06-02-2023;06:00:00;0;6,67;8,58;13,35;7,63;5,72;5,72;8,58;0;5,72;10,49;10,49;11,44;14,3;6,67;14,3;21,93;24,79;19,07;15,25;11,44;17,16;13,35;12,39;16,21;2,86;5,72;29,56;19,07;3,81;16,21;39,09;9,53;24,79
06-02-2023;07:00:00;0;20,98;18,12;41;26,7;20,98;47,67;30,51;0;16,21;28,6;39,09;38,14;46,72;36,23;34,32;53,39;53,39;52,44;48,63;32,42;22,88;24,79;30,51;38,14;14,3;17,16;43,86;32,42;9,53;40,04;60,07;16,21;31,46
06-02-2023;08:00:00;0,95;14,3;17,16;53,39;52,44;27,65;44,81;30,51;0;10,49;34,32;55,3;50,53;52,44;34,32;41,95;52,44;54,35;62,93;47,67;20,98;21,93;25,74;36,23;32,42;8,58;15,25;34,32;21,93;11,44;23,84;39,09;12,39;18,12
06-02-2023;09:00:00;3,81;13,35;13,35;28,6;24,79;14,3;8,58;8,58;0;9,53;16,21;27,65;19,07;20,02;13,35;13,35;17,16;22,88;24,79;10,49;10,49;9,53;12,39;10,49;11,44;5,72;11,44;12,39;9,53;5,72;11,44;9,53;11,44;8,58
06-02-2023;10:00:00;5,72;12,39;13,35;23,84;19,07;14,3;7,63;8,58;4,77;10,49;12,39;21,93;13,35;14,3;12,39;8,58;12,39;15,25;15,25;8,58;10,49;9,53;12,39;7,63;11,44;6,67;12,39;10,49;9,53;5,72;11,44;7,63;11,44;8,58
06-02-2023;11:00:00;5,72;14,3;14,3;25,74;18,12;15,25;7,63;8,58;10,49;10,49;12,39;22,88;13,35;12,39;13,35;8,58;12,39;15,25;14,3;7,63;9,53;9,53;12,39;7,63;11,44;5,72;12,39;10,49;9,53;4,77;11,44;8,58;11,44;8,58
06-02-2023;12:00:00;4,77;13,35;14,3;24,79;18,12;14,3;7,63;8,58;11,44;10,49;12,39;22,88;13,35;13,35;12,39;7,63;12,39;15,25;14,3;7,63;9,53;9,53;12,39;7,63;11,44;5,72;12,39;10,49;9,53;3,81;10,49;8,58;11,44;7,63
06-02-2023;13:00:00;3,81;14,3;15,25;23,84;17,16;14,3;8,58;9,53;0;10,49;13,35;22,88;15,25;14,3;13,35;9,53;14,3;17,16;16,21;7,63;9,53;10,49;13,35;7,63;12,39;5,72;12,39;11,44;9,53;3,81;12,39;8,58;10,49;7,63
06-02-2023;14:00:00;4,77;16,21;18,12;28,6;20,98;17,16;9,53;10,49;11,44;13,35;21,93;32,42;28,6;25,74;14,3;19,07;25,74;29,56;34,32;9,53;14,3;15,25;19,07;9,53;16,21;5,72;12,39;16,21;12,39;4,77;14,3;10,49;11,44;8,58
06-02-2023;15:00:00;3,81;17,16;21,93;41;29,56;19,07;14,3;17,16;5,72;16,21;31,46;42,9;45,76;34,32;19,07;43,86;38,14;48,63;56,25;17,16;24,79;21,93;29,56;21,93;25,74;8,58;15,25;24,79;16,21;7,63;31,46;14,3;13,35;11,44
06-02-2023;16:00:00;1,91;18,12;19,07;40,04;34,32;20,02;16,21;19,07;5,72;16,21;28,6;41;41,95;32,42;20,02;31,46;31,46;45,76;49,58;19,07;20,02;19,07;24,79;17,16;21,93;8,58;15,25;19,07;14,3;5,72;27,65;13,35;13,35;11,44
06-02-2023;17:00:00;0,95;13,35;14,3;24,79;28,6;18,12;10,49;11,44;1,91;12,39;18,12;27,65;22,88;21,93;15,25;9,53;16,21;20,98;21,93;11,44;12,39;9,53;11,44;5,72;13,35;5,72;11,44;9,53;8,58;2,86;14,3;6,67;9,53;6,67
06-02-2023;18:00:00;1,91;9,53;8,58;15,25;16,21;12,39;6,67;6,67;4,77;8,58;10,49;17,16;11,44;12,39;10,49;2,86;9,53;10,49;9,53;5,72;7,63;7,63;7,63;3,81;8,58;3,81;9,53;6,67;6,67;1,91;6,67;5,72;8,58;4,77
06-02-2023;19:00:00;2,86;8,58;7,63;11,44;9,53;8,58;4,77;4,77;36,23;6,67;7,63;11,44;8,58;8,58;7,63;2,86;7,63;9,53;6,67;4,77;5,72;6,67;6,67;3,81;6,67;3,81;8,58;5,72;5,72;1,91;4,77;4,77;8,58;4,77
06-02-2023;20:00:00;2,86;7,63;7,63;8,58;7,63;7,63;4,77;4,77;10,49;5,72;6,67;9,53;7,63;5,72;7,63;2,86;6,67;7,63;5,72;4,77;7,63;5,72;5,72;3,81;5,72;3,81;8,58;4,77;5,72;1,91;3,81;4,77;7,63;4,77
