Dato;Tid;Celle 1;Celle 2;Celle 3;Celle 4;Celle 5;Celle 6;Celle 7;Celle 8;Celle 9;Celle 10;Celle 11;Celle 12;Celle 13;Celle 14;Celle 15;Celle 16;Celle 17;Celle 18;Celle 19;Celle 20;Celle 21;Celle 22;Celle 23;Celle 24;Celle 25;Celle 26;Celle 27;Celle 28;Celle 29;Celle 30;Celle 31;Celle 32;Celle 33;Celle 34
01-01-2023;00:00:00;1,87;6,54;5,6;9,34;8,4;4,67;2,8;2,8;47,61;5,6;3,73;8,4;5,6;3,73;4,67;0,93;2,8;4,67;3,73;2,8;3,73;2,8;2,8;3,73;3,73;3,73;6,54;1,87;2,8;2,8;0;3,73;3,73;2,8
01-01-2023;01:00:00;0,93;6,54;2,8;4,67;3,73;5,6;3,73;3,73;28,94;4,67;1,87;5,6;3,73;2,8;3,73;0,93;1,87;3,73;2,8;2,8;2,8;1,87;2,8;2,8;2,8;5,6;4,67;0,93;1,87;1,87;0;1,87;2,8;2,8
01-01-2023;02:00:00;1,87;6,54;0,93;2,8;2,8;4,67;3,73;2,8;15,87;4,67;0,93;3,73;2,8;1,87;3,73;0,93;1,87;2,8;1,87;1,87;1,87;0,93;1,87;1,87;1,87;4,67;4,67;0,93;1,87;0,93;0;1,87;1,87;1,87
01-01-2023;03:00:00;2,8;4,67;1,87;0,93;1,87;4,67;2,8;3,73;27,07;2,8;0;2,8;1,87;1,87;5,6;0;0,93;2,8;0,93;1,87;2,8;0,93;1,87;1,87;1,87;4,67;4,67;0,93;1,87;0;0;2,8;2,8;1,87
01-01-2023;04:00:00;0,93;6,54;2,8;0;0,93;4,67;2,8;2,8;33,61;2,8;0;0,93;1,87;1,87;5,6;0;0;1,87;0,93;1,87;1,87;0,93;0,93;1,87;0,93;2,8;4,67;0,93;0,93;0;0;1,87;3,73;0,93
01-01-2023;05:00:00;0,93;3,73;1,87;0;1,87;6,54;1,87;1,87;0;0,93;0;0;1,87;0;5,6;0;0;0,93;0;1,87;1,87;0,93;0,93;1,87;0;0;1,87;0,93;1,87;0;0;1,87;4,67;0,93
01-01-2023;06:00:00;1,87;2,8;2,8;0;0,93;7,47;0,93;0;0;0;0;0;1,87;0;1,87;0;0;1,87;0;0,93;0,93;0,93;0,93;0,93;0;0;3,73;0,93;1,87;0;0;1,87;1,87;0,93
01-01-2023;07:00:00;0,93;5,6;2,8;0;1,87;4,67;0,93;0,93;1,87;1,87;0,93;0;1,87;0,93;2,8;0;0,93;1,87;0,93;1,87;1,87;1,87;0,93;0,93;0,93;0,93;4,67;0,93;1,87;0;0;0,93;1,87;1,87
01-01-2023;08:00:00;1,87;7,47;3,73;2,8;5,6;4,67;1,87;1,87;0,93;3,73;2,8;2,8;2,8;1,87;4,67;0,93;1,87;3,73;1,87;2,8;1,87;2,8;2,8;2,8;2,8;1,87;4,67;1,87;1,87;0,93;1,87;1,87;4,67;2,8
01-01-2023;09:00:00;2,8;8,4;5,6;8,4;8,4;8,4;3,73;3,73;0;6,54;5,6;8,4;4,67;5,6;7,47;1,87;4,67;6,54;4,67;3,73;4,67;3,73;3,73;2,8;4,67;4,67;5,6;3,73;2,8;1,87;4,67;2,8;5,6;2,8
01-01-2023;10:00:00;3,73;10,27;8,4;13,07;11,2;12,14;4,67;5,6;0;8,4;8,4;13,07;7,47;8,4;9,34;2,8;7,47;9,34;7,47;5,6;6,54;5,6;4,67;3,73;7,47;5,6;7,47;5,6;5,6;3,73;7,47;3,73;6,54;3,73
01-01-2023;11:00:00;3,73;13,07;12,14;17,74;14;14;6,54;7,47;3,73;11,2;11,2;17,74;10,27;10,27;10,27;3,73;10,27;12,14;9,34;6,54;7,47;6,54;6,54;4,67;8,4;7,47;8,4;7,47;7,47;4,67;8,4;4,67;7,47;4,67
01-01-2023;12:00:00;2,8;13,07;14,94;21,47;16,81;15,87;7,47;7,47;0;11,2;13,07;21,47;12,14;11,2;11,2;4,67;12,14;14,94;10,27;6,54;8,4;7,47;7,47;5,6;9,34;6,54;9,34;9,34;8,4;3,73;8,4;5,6;7,47;4,67
01-01-2023;13:00:00;3,73;14,94;14,94;22,41;17,74;15,87;7,47;7,47;10,27;11,2;14;23,34;14;12,14;10,27;5,6;13,07;14,94;10,27;6,54;7,47;8,4;8,4;5,6;9,34;5,6;9,34;8,4;9,34;3,73;8,4;4,67;7,47;4,67
01-01-2023;14:00:00;2,8;13,07;13,07;23,34;18,67;14,94;6,54;7,47;9,34;10,27;13,07;23,34;14;12,14;10,27;3,73;12,14;14,94;10,27;5,6;7,47;9,34;9,34;4,67;8,4;5,6;8,4;7,47;8,4;2,8;7,47;4,67;7,47;3,73
01-01-2023;15:00:00;2,8;12,14;12,14;21,47;18,67;14;6,54;6,54;22,41;9,34;12,14;21,47;13,07;10,27;9,34;3,73;11,2;13,07;8,4;5,6;6,54;8,4;8,4;3,73;7,47;4,67;8,4;7,47;7,47;2,8;6,54;3,73;7,47;3,73
01-01-2023;16:00:00;2,8;12,14;11,2;20,54;18,67;14;6,54;6,54;18,67;9,34;12,14;22,41;13,07;10,27;9,34;3,73;11,2;13,07;8,4;5,6;7,47;9,34;8,4;4,67;7,47;4,67;8,4;6,54;6,54;2,8;6,54;4,67;7,47;3,73
01-01-2023;17:00:00;2,8;10,27;9,34;19,61;17,74;14;5,6;6,54;15,87;6,54;11,2;19,61;12,14;10,27;9,34;3,73;10,27;12,14;7,47;5,6;6,54;9,34;7,47;3,73;7,47;3,73;8,4;5,6;5,6;1,87;5,6;4,67;7,47;3,73
01-01-2023;18:00:00;2,8;8,4;6,54;15,87;16,81;10,27;3,73;4,67;11,2;5,6;9,34;15,87;8,4;6,54;7,47;2,8;9,34;8,4;5,6;3,73;8,4;6,54;9,34;3,73;5,6;2,8;8,4;4,67;4,67;0,93;3,73;3,73;7,47;2,8
01-01-2023;19:00:00;2,8;7,47;6,54;11,2;11,2;8,4;3,73;3,73;0;4,67;8,4;11,2;7,47;4,67;6,54;1,87;8,4;7,47;4,67;2,8;4,67;5,6;8,4;2,8;4,67;2,8;7,47;3,73;3,73;0,93;3,73;2,8;6,54;2,8
01-01-2023;20:00:00;1,87;6,54;5,6;9,34;15,87;7,47;2,8;2,8;0;5,6;7,47;10,27;7,47;5,6;5,6;1,87;10,27;7,47;4,67;2,8;3,73;5,6;11,2;2,8;4,67;2,8;7,47;2,8;3,73;1,87;2,8;2,8;6,54;2,8
01-01-2023;21:00:00;1,87;6,54;5,6;7,47;6,54;5,6;2,8;2,8;7,47;4,67;6,54;7,47;5,6;3,73;4,67;1,87;5,6;5,6;3,73;2,8;3,73;4,67;5,6;2,8;3,73;2,8;6,54;2,8;3,73;0,93;1,87;2,8;7,47;2,8
01-01-2023;22:00:00;1,87;4,67;7,47;5,6;5,6;5,6;2,8;2,8;0;2,8;6,54;5,6;4,67;2,8;4,67;0,93;4,67;4,67;2,8;2,8;4,67;3,73;4,67;2,8;2,8;1,87;6,54;2,8;3,73;0,93;0;1,87;3,73;1,87
01-01-2023;23:00:00;1,87;5,6;7,47;3,73;13,07;3,73;2,8;2,8;8,4;2,8;5,6;5,6;6,54;3,73;3,73;0,93;3,73;4,67;2,8;2,8;3,73;3,73;3,73;3,73;3,73;1,87;5,6;2,8;3,73;1,87;0,93;2,8;4,67;2,8
02-01-2023;00:00:00;1,87;8,4;7,47;2,8;5,6;4,67;3,73;3,73;0;3,73;3,73;3,73;6,54;4,67;4,67;1,87;2,8;3,73;2,8;2,8;3,73;2,8;3,73;3,73;2,8;1,87;4,67;2,8;3,73;2,8;0;3,73;4,67;3,73
02-01-2023;01:00:00;2,8;6,54;3,73;1,87;3,73;6,54;4,67;4,67;2,8;4,67;2,8;2,8;4,67;5,6;5,6;1,87;2,8;4,67;3,73;6,54;5,6;2,8;3,73;4,67;3,73;8,4;6,54;3,73;3,73;1,87;0;4,67;6,54;4,67
02-01-2023;02:00:00;4,67;8,4;1,87;1,87;3,73;7,47;6,54;7,47;0;3,73;2,8;1,87;4,67;7,47;10,27;2,8;2,8;4,67;3,73;5,6;6,54;3,73;4,67;5,6;4,67;7,47;6,54;3,73;4,67;4,67;0;5,6;5,6;4,67
02-01-2023;03:00:00;4,67;8,4;2,8;0;3,73;9,34;6,54;7,47;39,21;2,8;0,93;1,87;4,67;3,73;13,07;1,87;1,87;3,73;2,8;5,6;4,67;3,73;4,67;3,73;3,73;3,73;4,67;3,73;4,67;0;0;6,54;5,6;4,67
02-01-2023;04:00:00;0,93;0,93;1,87;0;2,8;7,47;4,67;4,67;19,61;0;0;0;2,8;1,87;6,54;0,93;0,93;2,8;0,93;2,8;2,8;1,87;3,73;2,8;0;0;2,8;1,87;4,67;0;0;2,8;5,6;3,73
02-01-2023;05:00:00;0;0,93;1,87;0;1,87;2,8;1,87;1,87;0;0;1,87;0;1,87;2,8;3,73;3,73;3,73;3,73;2,8;1,87;2,8;4,67;3,73;2,8;1,87;0;1,87;6,54;3,73;0;0;7,47;4,67;2,8
02-01-2023;06:00:00;0;6,54;8,4;13,07;7,47;5,6;5,6;8,4;0;5,6;10,27;10,27;11,2;14;6,54;14;21,47;24,27;18,67;14,94;11,2;16,81;13,07;12,14;15,87;2,8;5,6;28,94;18,67;3,73;15,87;38,28;9,34;24,27
02-01-2023;07:00:00;0;20,54;17,74;40,15;26,14;20,54;46,68;29,88;0;15,87;28,01;38,28;37,34;45,75;35,48;33,61;52,28;52,28;51,35;47,61;31,74;22,41;24,27;29,88;37,34;14;16,81;42,95;31,74;9,34;39,21;58,82;15,87;30,81
02-01-2023;08:00:00;0,93;14;16,81;52,28;51,35;27,07;43,88;29,88;0;10,27;33,61;54,15;49,48;51,35;33,61;41,08;51,35;53,22;61,62;46,68;20,54;21,47;25,21;35,48;31,74;8,4;14,94;33,61;21,47;11,2;23,34;38,28;12,14;17,74
02-01-2023;09:00:00;3,73;13,07;13,07;28,01;24,27;14;8,4;8,4;0;9,34;15,87;27,07;18,67;19,61;13,07;13,07;16,81;22,41;24,27;10,27;10,27;9,34;12,14;10,27;11,2;5,6;11,2;12,14;9,34;5,6;11,2;9,34;11,2;8,4
02-01-2023;10:00:00;5,6;12,14;13,07;23,34;18,67;14;7,47;8,4;4,67;10,27;12,14;21,47;13,07;14;12,14;8,4;12,14;14,94;14,94;8,4;10,27;9,34;12,14;7,47;11,2;6,54;12,14;10,27;9,34;5,6;11,2;7,47;11,2;8,4
02-01-2023;11:00:00;5,6;14;14;25,21;17,74;14,94;7,47;8,4;10,27;10,27;12,14;22,41;13,07;12,14;13,07;8,4;12,14;14,94;14;7,47;9,34;9,34;12,14;7,47;11,2;5,6;12,14;10,27;9,34;4,67;11,2;8,4;11,2;8,4
02-01-2023;12:00:00;4,67;13,07;14;24,27;17,74;14;7,47;8,4;11,2;10,27;12,14;22,41;13,07;13,07;12,14;7,47;12,14;14,94;14;7,47;9,34;9,34;12,14;7,47;11,2;5,6;12,14;10,27;9,34;3,73;10,27;8,4;11,2;7,47
02-01-2023;13:00:00;3,73;14;14,94;23,34;16,81;14;8,4;9,34;0;10,27;13,07;22,41;14,94;14;13,07;9,34;14;16,81;15,87;7,47;9,34;10,27;13,07;7,47;12,14;5,6;12,14;11,2;9,34;3,73;12,14;8,4;10,27;7,47
02-01-2023;14:00:00;4,67;15,87;17,74;28,01;20,54;16,81;9,34;10,27;11,2;13,07;21,47;31,74;28,01;25,21;14;18,67;25,21;28,94;33,61;9,34;14;14,94;18,67;9,34;15,87;5,6;12,14;15,87;12,14;4,67;14;10,27;11,2;8,4
02-01-2023;15:00:00;3,73;16,81;21,47;40,15;28,94;18,67;14;16,81;5,6;15,87;30,81;42,01;44,81;33,61;18,67;42,95;37,34;47,61;55,08;16,81;24,27;21,47;28,94;21,47;25,21;8,4;14,94;24,27;15,87;7,47;30,81;14;13,07;11,2
02-01-2023;16:00:00;1,87;17,74;18,67;39,21;33,61;19,61;15,87;18,67;5,6;15,87;28,01;40,15;41,08;31,74;19,61;30,81;30,81;44,81;48,55;18,67;19,61;18,67;24,27;16,81;21,47;8,4;14,94;18,67;14;5,6;27,07;13,07;13,07;11,2
02-01-2023;17:00:00;0,93;13,07;14;24,27;28,01;17,74;10,27;11,2;1,87;12,14;17,74;27,07;22,41;21,47;14,94;9,34;15,87;20,54;21,47;11,2;12,14;9,34;11,2;5,6;13,07;5,6;11,2;9,34;8,4;2,8;14;6,54;9,34;6,54
02-01-2023;18:00:00;1,87;9,34;8,4;14,94;15,87;12,14;6,54;6,54;4,67;8,4;10,27;16,81;11,2;12,14;10,27;2,8;9,34;10,27;9,34;5,6;7,47;7,47;7,47;3,73;8,4;3,73;9,34;6,54;6,54;1,87;6,54;5,6;8,4;4,67
02-01-2023;19:00:00;2,8;8,4;7,47;11,2;9,34;8,4;4,67;4,67;35,48;6,54;7,47;11,2;8,4;8,4;7,47;2,8;7,47;9,34;6,54;4,67;5,6;6,54;6,54;3,73;6,54;3,73;8,4;5,6;5,6;1,87;4,67;4,67;8,4;4,67
02-01-2023;20:00:00;2,8;7,47;7,47;8,4;7,47;7,47;4,67;4,67;10,27;5,6;6,54;9,34;7,47;5,6;7,47;2,8;6,54;7,47;5,6;4,67;7,47;5,6;5,6;3,73;5,6;3,73;8,4;4,67;5,6;1,87;3,73;4,67;7,47;4,67
02-01-2023;21:00:00;2,8;5,6;6,54;6,54;9,34;5,6;3,73;3,73;5,6;4,67;6,54;7,47;7,47;5,6;6,54;1,87;7,47;6,54;5,6;4,67;7,47;5,6;8,4;3,73;4,67;2,8;6,54;4,67;4,67;0,93;2,8;3,73;7,47;3,73
02-01-2023;22:00:00;2,8;4,67;7,47;4,67;3,73;3,73;3,73;3,73;0;2,8;5,6;4,67;5,6;3,73;4,67;1,87;3,73;5,6;5,6;3,73;4,67;4,67;4,67;2,8;2,8;2,8;6,54;3,73;3,73;0,93;0;3,73;4,67;2,8
02-01-2023;23:00:00;2,8;1,87;7,47;1,87;2,8;2,8;3,73;2,8;0;1,87;4,67;1,87;4,67;2,8;2,8;1,87;2,8;3,73;2,8;2,8;3,73;3,73;3,73;2,8;1,87;1,87;4,67;3,73;3,73;0;0;4,67;4,67;2,8
03-01-2023;00:00:00;3,73;2,8;7,47;1,87;2,8;2,8;3,73;2,8;108,3;2,8;3,73;0;2,8;1,87;1,87;2,8;1,87;3,73;1,87;2,8;2,8;2,8;3,73;4,67;0;0,93;5,6;3,73;3,73;0;0;5,6;4,67;4,67
03-01-2023;01:00:00;2,8;3,73;3,73;0;2,8;3,73;3,73;3,73;0;0;2,8;0;3,73;2,8;2,8;2,8;1,87;3,73;2,8;5,6;5,6;3,73;4,67;5,6;0;6,54;2,8;3,73;3,73;0;0;7,47;6,54;4,67
03-01-2023;02:00:00;4,67;0,93;1,87;0;2,8;5,6;6,54;5,6;0;0,93;1,87;0;3,73;3,73;7,47;3,73;2,8;3,73;1,87;6,54;6,54;3,73;5,6;5,6;0;5,6;7,47;5,6;5,6;1,87;0;8,4;5,6;6,54
03-01-2023;03:00:00;3,73;1,87;2,8;0;3,73;9,34;5,6;7,47;0;0,93;1,87;0;3,73;4,67;11,2;2,8;1,87;4,67;2,8;6,54;5,6;3,73;5,6;5,6;0;0;7,47;5,6;4,67;0;0;7,47;4,67;5,6
03-01-2023;04:00:00;0,93;0;1,87;0;2,8;8,4;3,73;4,67;9,34;0;0;0;2,8;1,87;5,6;0,93;0,93;3,73;0,93;3,73;2,8;1,87;2,8;1,87;0;0;0,93;2,8;3,73;0;0;3,73;4,67;2,8
03-01-2023;05:00:00;0;0;1,87;0;1,87;1,87;1,87;1,87;4,67;0;1,87;0;1,87;2,8;3,73;3,73;3,73;3,73;2,8;1,87;1,87;4,67;3,73;2,8;1,87;0;2,8;6,54;3,73;0;0;5,6;4,67;2,8
03-01-2023;06:00:00;0;6,54;8,4;14,94;8,4;5,6;5,6;7,47;0;4,67;12,14;11,2;11,2;14;6,54;13,07;24,27;27,07;19,61;15,87;13,07;17,74;14;14;15,87;2,8;5,6;29,88;21,47;2,8;15,87;33,61;9,34;24,27
03-01-2023;07:00:00;0;20,54;18,67;46,68;27,07;21,47;46,68;32,68;0;16,81;30,81;41,08;39,21;48,55;38,28;32,68;57,88;55,08;53,22;53,22;38,28;27,07;27,07;32,68;38,28;15,87;15,87;42,95;36,41;9,34;42,95;56,95;15,87;31,74
03-01-2023;08:00:00;0,93;14,94;17,74;62,55;54,15;28,01;51,35;41,08;0;11,2;36,41;58,82;52,28;55,08;39,21;43,88;58,82;55,08;65,35;54,15;26,14;24,27;27,07;43,88;37,34;9,34;12,14;32,68;25,21;12,14;23,34;40,15;11,2;14,94
03-01-2023;09:00:00;3,73;13,07;14;36,41;28,01;14;12,14;10,27;3,73;9,34;17,74;31,74;20,54;22,41;13,07;15,87;20,54;25,21;26,14;11,2;10,27;9,34;12,14;11,2;11,2;4,67;11,2;12,14;9,34;4,67;10,27;8,4;11,2;7,47
03-01-2023;10:00:00;5,6;13,07;13,07;28,01;19,61;14;7,47;8,4;0;9,34;12,14;24,27;13,07;14,94;13,07;8,4;12,14;14,94;14;7,47;10,27;8,4;12,14;7,47;11,2;6,54;11,2;10,27;9,34;5,6;11,2;7,47;11,2;8,4
03-01-2023;11:00:00;5,6;14;14;28,01;18,67;15,87;8,4;9,34;0;10,27;13,07;24,27;13,07;14;13,07;8,4;12,14;15,87;14;7,47;10,27;9,34;13,07;7,47;11,2;6,54;12,14;10,27;9,34;4,67;11,2;8,4;12,14;8,4
03-01-2023;12:00:00;4,67;13,07;14;28,01;19,61;14,94;8,4;9,34;0;10,27;13,07;25,21;14,94;14;13,07;8,4;14;16,81;14,94;7,47;10,27;9,34;13,07;7,47;11,2;5,6;12,14;10,27;9,34;4,67;11,2;8,4;11,2;8,4
03-01-2023;13:00:00;4,67;14,94;14,94;25,21;18,67;14,94;8,4;9,34;12,14;11,2;14;25,21;17,74;15,87;13,07;9,34;14,94;18,67;16,81;8,4;11,2;10,27;14;7,47;12,14;5,6;12,14;12,14;9,34;3,73;11,2;9,34;11,2;8,4
03-01-2023;14:00:00;2,8;15,87;17,74;32,68;23,34;17,74;9,34;11,2;0,93;13,07;27,07;36,41;31,74;30,81;14,94;21,47;28,01;32,68;40,15;12,14;16,81;14,94;20,54;10,27;15,87;5,6;13,07;16,81;11,2;4,67;14;11,2;11,2;9,34
03-01-2023;15:00:00;1,87;16,81;21,47;50,42;31,74;19,61;17,74;21,47;0;16,81;40,15;50,42;50,42;42,95;21,47;47,61;42,95;54,15;65,35;20,54;28,01;22,41;31,74;29,88;28,01;8,4;15,87;28,01;15,87;7,47;29,88;16,81;13,07;12,14
03-01-2023;16:00:00;0,93;16,81;18,67;53,22;35,48;19,61;20,54;24,27;7,47;15,87;35,48;49,48;48,55;39,21;21,47;42,01;37,34;56,02;61,62;19,61;22,41;20,54;28,01;30,81;23,34;9,34;14,94;25,21;15,87;6,54;30,81;14;13,07;11,2
03-01-2023;17:00:00;0,93;14;13,07;31,74;28,01;17,74;11,2;12,14;19,61;12,14;19,61;32,68;26,14;21,47;15,87;12,14;19,61;28,01;27,07;12,14;12,14;12,14;14;8,4;13,07;5,6;12,14;13,07;9,34;3,73;11,2;7,47;10,27;6,54
03-01-2023;18:00:00;1,87;10,27;9,34;18,67;14,94;12,14;6,54;7,47;2,8;8,4;11,2;18,67;11,2;9,34;11,2;3,73;10,27;11,2;9,34;7,47;7,47;7,47;7,47;3,73;8,4;4,67;9,34;6,54;6,54;1,87;6,54;5,6;8,4;4,67
03-01-2023;19:00:00;2,8;9,34;8,4;12,14;11,2;9,34;4,67;5,6;14;6,54;8,4;12,14;8,4;6,54;8,4;2,8;7,47;9,34;7,47;5,6;5,6;6,54;6,54;3,73;6,54;4,67;8,4;5,6;5,6;1,87;4,67;4,67;8,4;4,67
03-01-2023;20:00:00;2,8;7,47;7,47;9,34;8,4;7,47;4,67;4,67;9,34;6,54;8,4;9,34;7,47;5,6;7,47;2,8;6,54;8,4;5,6;4,67;5,6;5,6;5,6;3,73;5,6;3,73;8,4;4,67;4,67;1,87;3,73;3,73;7,47;4,67
03-01-2023;21:00:00;2,8;5,6;5,6;7,47;7,47;6,54;3,73;3,73;14,94;5,6;6,54;8,4;7,47;4,67;6,54;2,8;5,6;8,4;5,6;4,67;4,67;5,6;4,67;3,73;4,67;2,8;7,47;4,67;4,67;0,93;2,8;3,73;7,47;4,67
03-01-2023;22:00:00;2,8;2,8;7,47;5,6;5,6;3,73;3,73;2,8;4,67;2,8;6,54;5,6;5,6;3,73;4,67;2,8;5,6;6,54;5,6;3,73;4,67;4,67;6,54;2,8;2,8;1,87;4,67;3,73;3,73;0,93;0;3,73;3,73;3,73
03-01-2023;23:00:00;2,8;4,67;5,6;3,73;14;2,8;2,8;1,87;1,87;2,8;6,54;3,73;5,6;3,73;2,8;3,73;3,73;3,73;2,8;2,8;2,8;3,73;4,67;2,8;0,93;0;3,73;3,73;2,8;0;0;5,6;4,67;3,73
04-01-2023;00:00:00;3,73;2,8;6,54;2,8;4,67;1,87;2,8;1,87;0;2,8;4,67;0,93;3,73;2,8;2,8;3,73;2,8;3,73;2,8;3,73;2,8;2,8;3,73;3,73;1,87;1,87;1,87;3,73;2,8;0;0;5,6;4,67;4,67
04-01-2023;01:00:00;4,67;0,93;4,67;0;2,8;3,73;5,6;3,73;0;1,87;3,73;0;3,73;3,73;3,73;4,67;2,8;3,73;3,73;5,6;4,67;3,73;3,73;3,73;1,87;4,67;4,67;4,67;4,67;1,87;0;7,47;8,4;4,67
04-01-2023;02:00:00;5,6;8,4;2,8;0;3,73;4,67;8,4;6,54;0;1,87;2,8;0;4,67;4,67;7,47;4,67;2,8;4,67;2,8;6,54;5,6;4,67;4,67;5,6;1,87;3,73;6,54;5,6;5,6;2,8;0;9,34;5,6;8,4
04-01-2023;03:00:00;4,67;3,73;2,8;0;4,67;8,4;8,4;8,4;0;0;0,93;0;4,67;5,6;14;3,73;2,8;4,67;2,8;7,47;6,54;4,67;5,6;4,67;0;0,93;6,54;5,6;5,6;0;0;7,47;8,4;6,54
04-01-2023;04:00:00;1,87;0;0,93;0;1,87;6,54;4,67;4,67;0;0;0;0;2,8;1,87;5,6;0,93;0,93;3,73;1,87;3,73;4,67;2,8;3,73;2,8;0;0;0;2,8;4,67;0;0;3,73;5,6;3,73
04-01-2023;05:00:00;0,93;0;1,87;0;1,87;2,8;1,87;1,87;0;0;1,87;0;1,87;2,8;4,67;3,73;3,73;4,67;2,8;1,87;2,8;3,73;3,73;2,8;1,87;0;1,87;5,6;3,73;0;0;5,6;4,67;3,73
04-01-2023;06:00:00;0;5,6;8,4;14,94;7,47;5,6;6,54;7,47;0;3,73;11,2;11,2;11,2;14,94;7,47;14;22,41;26,14;19,61;14,94;12,14;14,94;13,07;14;15,87;2,8;5,6;26,14;19,61;4,67;15,87;28,94;10,27;20,54
04-01-2023;07:00:00;0;19,61;17,74;43,88;26,14;20,54;42,95;27,07;0;14,94;29,88;39,21;37,34;45,75;33,61;29,88;48,55;50,42;50,42;43,88;28,94;17,74;22,41;29,88;34,54;13,07;14,94;36,41;28,94;9,34;35,48;46,68;14,94;23,34
04-01-2023;08:00:00;0,93;13,07;16,81;56,02;51,35;26,14;37,34;26,14;0;10,27;36,41;54,15;46,68;47,61;28,94;38,28;46,68;46,68;57,88;34,54;16,81;14,94;21,47;34,54;28,94;7,47;11,2;27,07;15,87;9,34;20,54;28,94;12,14;11,2
04-01-2023;09:00:00;3,73;13,07;14;32,68;25,21;14;9,34;10,27;4,67;10,27;18,67;29,88;17,74;19,61;13,07;14,94;17,74;19,61;20,54;9,34;10,27;9,34;12,14;11,2;11,2;5,6;11,2;11,2;9,34;4,67;12,14;8,4;12,14;8,4
04-01-2023;10:00:00;6,54;13,07;14;28,01;19,61;14,94;8,4;9,34;0;10,27;14;25,21;14;14,94;13,07;8,4;13,07;15,87;14,94;8,4;10,27;9,34;12,14;8,4;11,2;7,47;12,14;10,27;9,34;6,54;12,14;8,4;12,14;9,34
04-01-2023;11:00:00;5,6;14,94;14,94;28,01;19,61;15,87;8,4;9,34;0;11,2;14;25,21;14;14;13,07;8,4;12,14;15,87;14;7,47;10,27;9,34;12,14;7,47;11,2;6,54;12,14;10,27;10,27;5,6;12,14;8,4;12,14;8,4
04-01-2023;12:00:00;4,67;13,07;14,94;28,94;19,61;15,87;8,4;9,34;7,47;10,27;14;26,14;14,94;14;13,07;8,4;13,07;15,87;14,94;7,47;9,34;9,34;12,14;7,47;11,2;5,6;11,2;10,27;9,34;4,67;11,2;8,4;11,2;8,4
04-01-2023;13:00:00;4,67;14;14,94;27,07;19,61;14,94;8,4;10,27;0,93;11,2;14,94;26,14;17,74;15,87;13,07;9,34;14,94;18,67;17,74;7,47;10,27;10,27;13,07;7,47;12,14;5,6;12,14;11,2;10,27;4,67;12,14;8,4;11,2;8,4
04-01-2023;14:00:00;2,8;15,87;17,74;33,61;23,34;17,74;9,34;11,2;8,4;13,07;28,94;37,34;30,81;30,81;15,87;20,54;28,01;31,74;38,28;10,27;16,81;15,87;20,54;9,34;15,87;5,6;12,14;18,67;12,14;4,67;14,94;12,14;12,14;9,34
04-01-2023;15:00:00;1,87;16,81;20,54;49,48;31,74;20,54;15,87;18,67;0;14,94;41,08;49,48;47,61;41,08;21,47;45,75;42,01;53,22;59,75;18,67;24,27;24,27;33,61;29,88;25,21;8,4;14,94;30,81;16,81;5,6;29,88;17,74;13,07;14
04-01-2023;16:00:00;1,87;16,81;18,67;52,28;35,48;19,61;16,81;18,67;2,8;15,87;33,61;48,55;43,88;34,54;20,54;38,28;36,41;54,15;53,22;15,87;20,54;22,41;29,88;29,88;20,54;8,4;14;29,88;15,87;4,67;27,07;15,87;14,94;14,94
04-01-2023;17:00:00;0,93;14;14;32,68;27,07;18,67;10,27;11,2;3,73;12,14;19,61;32,68;23,34;19,61;15,87;14,94;19,61;26,14;23,34;9,34;11,2;13,07;14;7,47;13,07;5,6;12,14;14;9,34;2,8;10,27;8,4;10,27;9,34
04-01-2023;18:00:00;1,87;10,27;9,34;19,61;15,87;13,07;6,54;7,47;3,73;8,4;12,14;19,61;12,14;9,34;11,2;5,6;10,27;12,14;9,34;5,6;7,47;9,34;8,4;4,67;8,4;4,67;9,34;8,4;6,54;2,8;6,54;5,6;8,4;5,6
04-01-2023;19:00:00;3,73;8,4;8,4;13,07;11,2;10,27;5,6;5,6;9,34;7,47;8,4;13,07;9,34;7,47;9,34;2,8;8,4;9,34;7,47;5,6;6,54;7,47;7,47;4,67;6,54;3,73;8,4;6,54;6,54;2,8;5,6;5,6;8,4;5,6
04-01-2023;20:00:00;2,8;7,47;9,34;10,27;9,34;8,4;4,67;5,6;14,94;6,54;8,4;10,27;8,4;6,54;7,47;2,8;6,54;9,34;7,47;6,54;5,6;6,54;5,6;3,73;6,54;3,73;8,4;5,6;5,6;1,87;4,67;4,67;8,4;5,6
04-01-2023;21:00:00;4,67;6,54;7,47;8,4;11,2;6,54;4,67;4,67;0;5,6;7,47;9,34;8,4;5,6;6,54;2,8;5,6;8,4;5,6;5,6;5,6;6,54;5,6;3,73;5,6;3,73;7,47;5,6;5,6;1,87;3,73;4,67;7,47;5,6
04-01-2023;22:00:00;3,73;4,67;13,07;7,47;6,54;5,6;6,54;3,73;0;2,8;6,54;6,54;6,54;4,67;4,67;1,87;5,6;6,54;5,6;4,67;4,67;4,67;7,47;3,73;3,73;1,87;5,6;4,67;4,67;0,93;0,93;3,73;5,6;3,73
04-01-2023;23:00:00;3,73;3,73;14;6,54;4,67;2,8;6,54;2,8;0;2,8;6,54;3,73;4,67;3,73;3,73;2,8;4,67;4,67;3,73;3,73;2,8;4,67;5,6;3,73;2,8;1,87;4,67;4,67;3,73;0;0;4,67;3,73;3,73
