Dato;Tid;Celle 1;Celle 2;Celle 3;Celle 4;Celle 5;Celle 6;Celle 7;Celle 8;Celle 9;Celle 10;Celle 11;Celle 12;Celle 13;Celle 14;Celle 15;Celle 16;Celle 17;Celle 18;Celle 19;Celle 20;Celle 21;Celle 22;Celle 23;Celle 24;Celle 25;Celle 26;Celle 27;Celle 28;Celle 29;Celle 30;Celle 31;Celle 32;Celle 33;Celle 34
2023-04-19;16:00;1,46;13,16;14,62;40,95;27,78;15,35;13,16;14,62;2,19;12,43;26,32;38,02;34,37;27,05;16,09;29,98;28,52;42,41;41,68;12,43;16,09;17,55;23,40;23,40;16,09;6,58;10,97;23,40;12,43;3,66;21,20;12,43;11,70;11,70
2023-04-19;17:00;0,73;10,97;10,97;25,59;21,20;14,62;8,04;8,77;2,92;9,51;15,35;25,59;18,28;15,35;12,43;11,70;15,35;20,47;18,28;7,31;8,77;10,24;10,97;5,85;10,24;4,39;9,51;10,97;7,31;2,19;8,04;6,58;8,04;7,31
2023-04-19;18:00;1,46;8,04;7,31;15,35;12,43;10,24;5,12;5,85;2,92;6,58;9,51;15,35;9,51;7,31;8,77;4,39;8,04;9,51;7,31;4,39;5,85;7,31;6,58;3,66;6,58;3,66;7,31;6,58;5,12;2,19;5,12;4,39;6,58;4,39
2023-04-19;19:00;2,92;6,58;6,58;10,24;8,77;8,04;4,39;4,39;7,31;5,85;6,58;10,24;7,31;5,85;7,31;2,19;6,58;7,31;5,85;4,39;5,12;5,85;5,85;3,66;5,12;2,92;6,58;5,12;5,12;2,19;4,39;4,39;6,58;4,39
2023-04-19;20:00;2,19;5,85;7,31;8,04;7,31;6,58;3,66;4,39;11,70;5,12;6,58;8,04;6,58;5,12;5,85;2,19;5,12;7,31;5,85;5,12;4,39;5,12;4,39;2,92;5,12;2,92;6,58;4,39;4,39;1,46;3,66;3,66;6,58;4,39
2023-04-19;21:00;3,66;5,12;5,85;6,58;8,77;5,12;3,66;3,66;0,00;4,39;5,85;7,31;6,58;4,39;5,12;2,19;4,39;6,58;4,39;4,39;4,39;5,12;4,39;2,92;4,39;2,92;5,85;4,39;4,39;1,46;2,92;3,66;5,85;4,39
2023-04-19;22:00;2,92;3,66;10,24;5,85;5,12;4,39;5,12;2,92;0,00;2,19;5,12;5,12;5,12;3,66;3,66;1,46;4,39;5,12;4,39;3,66;3,66;3,66;5,85;2,92;2,92;1,46;4,39;3,66;3,66;0,73;0,73;2,92;4,39;2,92
2023-04-19;23:00;2,92;2,92;10,97;5,12;3,66;2,19;5,12;2,19;0,00;2,19;5,12;2,92;3,66;2,92;2,92;2,19;3,66;3,66;2,92;2,92;2,19;3,66;4,39;2,92;2,19;1,46;3,66;3,66;2,92;0,00;0,00;3,66;2,92;2,92
2023-04-20;00:00;3,66;1,46;7,31;2,92;2,92;2,19;2,92;1,46;3,66;2,19;2,92;0,73;2,19;2,19;2,19;2,19;2,19;2,92;2,19;2,92;2,19;3,66;3,66;3,66;1,46;2,19;4,39;3,66;3,66;0,73;0,00;5,12;4,39;4,39
2023-04-20;01:00;4,39;2,19;3,66;1,46;2,19;3,66;3,66;2,92;0,00;2,19;2,19;0,00;2,92;2,92;3,66;2,92;2,92;3,66;2,19;4,39;3,66;3,66;4,39;4,39;2,19;4,39;2,92;4,39;5,12;2,19;0,00;6,58;7,31;5,85
2023-04-20;02:00;4,39;4,39;2,19;0,00;2,92;4,39;5,85;5,85;63,61;2,19;2,19;0,00;2,92;3,66;7,31;2,92;2,92;3,66;2,92;5,85;5,85;3,66;5,12;5,85;1,46;5,85;4,39;5,12;5,85;4,39;0,00;7,31;4,39;6,58
2023-04-20;03:00;5,12;2,19;1,46;0,00;2,19;6,58;5,85;5,85;#V�RDI!;1,46;1,46;0,00;2,92;3,66;10,97;2,19;2,19;4,39;2,19;6,58;4,39;4,39;5,12;5,12;2,19;0,73;7,31;5,12;5,12;2,19;0,00;6,58;5,12;5,85
2023-04-20;04:00;2,92;0,00;0,73;0,00;1,46;5,12;3,66;3,66;0,00;0,00;0,00;0,00;2,19;1,46;5,12;1,46;1,46;2,92;1,46;3,66;2,92;2,92;3,66;2,92;0,00;0,00;2,92;2,92;3,66;0,00;0,00;3,66;4,39;3,66
2023-04-20;05:00;0,73;1,46;2,19;0,00;1,46;1,46;2,19;1,46;0,00;0,00;1,46;0,00;1,46;2,19;2,92;2,92;2,92;3,66;2,19;2,19;2,19;3,66;3,66;2,92;1,46;0,00;2,19;5,12;3,66;0,00;0,00;5,12;4,39;2,92
2023-04-20;06:00;0,00;5,12;6,58;10,97;5,85;4,39;4,39;5,85;0,00;3,66;9,51;8,04;8,77;10,24;5,12;10,24;18,28;19,74;15,35;11,70;9,51;12,43;10,97;10,97;12,43;2,19;3,66;21,20;16,09;3,66;12,43;21,20;8,04;14,62
2023-04-20;07:00;0,00;16,82;13,89;32,90;20,47;16,82;32,17;21,20;0,00;13,16;23,40;30,71;29,25;35,83;27,05;24,86;40,21;40,21;40,21;37,29;22,67;16,82;18,28;24,13;29,98;10,97;12,43;30,71;24,13;7,31;28,52;33,63;12,43;18,28
2023-04-20;08:00;0,73;11,70;13,89;43,87;40,21;21,20;33,63;25,59;0,00;8,77;28,52;43,87;38,02;38,75;26,32;31,44;40,95;39,48;46,80;33,63;14,62;14,62;18,28;28,52;25,59;5,85;10,97;21,20;14,62;8,04;16,09;19,74;9,51;10,97
2023-04-20;09:00;2,92;10,24;10,97;26,32;20,47;10,97;9,51;8,04;1,46;8,04;14,62;24,13;14,62;16,09;10,24;11,70;14,62;16,82;17,55;9,51;8,04;7,31;9,51;8,04;8,77;3,66;8,77;8,77;7,31;3,66;8,77;8,04;9,51;6,58
2023-04-20;10:00;4,39;10,97;10,97;22,67;15,35;11,70;6,58;7,31;11,70;8,04;10,24;19,74;10,24;11,70;10,24;6,58;10,24;11,70;10,97;6,58;8,04;7,31;9,51;5,85;8,77;5,12;9,51;8,04;7,31;4,39;8,77;6,58;9,51;6,58
2023-04-20;11:00;4,39;11,70;11,70;23,40;15,35;13,16;6,58;7,31;8,77;8,04;11,70;20,47;10,97;10,97;10,24;6,58;10,24;12,43;11,70;5,85;8,04;7,31;9,51;5,85;9,51;5,12;9,51;8,04;7,31;4,39;9,51;6,58;9,51;6,58
2023-04-20;12:00;3,66;10,97;11,70;24,13;15,35;13,16;6,58;7,31;9,51;8,77;11,70;21,20;11,70;11,70;10,24;6,58;10,97;13,16;11,70;5,85;8,04;7,31;10,24;5,85;9,51;4,39;9,51;8,77;7,31;3,66;8,77;6,58;8,77;6,58
2023-04-20;13:00;3,66;10,97;12,43;23,40;15,35;12,43;6,58;7,31;0,00;8,04;12,43;21,20;14,62;13,16;10,97;8,77;13,16;15,35;14,62;6,58;8,04;8,77;10,24;5,85;9,51;4,39;9,51;8,77;7,31;2,92;9,51;6,58;8,04;5,85
2023-04-20;14:00;2,19;12,43;14,62;29,25;19,74;13,89;7,31;8,77;7,31;9,51;24,86;31,44;25,59;26,32;12,43;16,09;22,67;27,05;32,90;8,77;12,43;12,43;16,82;8,77;12,43;5,12;9,51;16,82;9,51;3,66;10,97;10,24;8,77;6,58
2023-04-20;15:00;1,46;13,16;16,82;44,60;25,59;15,35;12,43;13,89;0,00;12,43;40,95;42,41;38,75;33,63;16,82;40,21;33,63;43,14;48,99;13,89;19,01;20,47;28,52;29,25;19,74;6,58;11,70;29,25;11,70;4,39;21,20;16,09;9,51;8,77
2023-04-20;16:00;1,46;13,16;16,82;49,72;27,78;15,35;11,70;15,35;9,51;11,70;38,75;41,68;34,37;27,78;16,82;35,10;30,71;43,14;43,14;14,62;16,09;19,74;25,59;29,25;16,82;6,58;11,70;26,32;12,43;4,39;17,55;16,09;9,51;9,51
2023-04-20;17:00;0,73;10,97;12,43;31,44;21,20;14,62;8,04;9,51;0,00;8,77;19,74;27,78;18,28;15,35;13,16;13,89;16,82;21,94;19,01;10,24;9,51;9,51;11,70;8,04;10,97;3,66;10,24;12,43;7,31;2,19;8,04;9,51;8,04;6,58
2023-04-20;18:00;1,46;8,04;7,31;16,09;12,43;10,24;5,12;5,85;5,12;6,58;9,51;16,09;8,77;8,04;8,77;3,66;8,04;9,51;7,31;5,12;5,85;6,58;5,85;3,66;7,31;3,66;8,77;5,85;5,12;1,46;5,12;4,39;7,31;4,39
2023-04-20;19:00;2,92;6,58;5,85;10,97;9,51;8,04;4,39;4,39;0,00;5,12;6,58;10,24;7,31;5,85;7,31;2,19;5,85;8,04;5,85;4,39;4,39;5,12;5,12;2,92;5,85;2,92;6,58;4,39;4,39;1,46;3,66;3,66;6,58;3,66
2023-04-20;20:00;2,92;6,58;6,58;8,77;7,31;6,58;3,66;3,66;5,12;5,12;5,85;8,77;6,58;5,12;5,85;2,19;5,12;6,58;5,12;4,39;4,39;5,12;4,39;2,92;4,39;2,92;6,58;4,39;4,39;1,46;3,66;2,92;5,85;3,66
2023-04-20;21:00;4,39;5,12;5,85;8,04;6,58;5,12;2,92;2,92;0,00;3,66;5,85;7,31;5,85;4,39;5,12;1,46;5,12;5,85;4,39;3,66;4,39;4,39;5,12;2,92;4,39;2,19;5,85;3,66;3,66;0,73;2,92;2,92;5,12;3,66
2023-04-20;22:00;3,66;2,92;9,51;6,58;6,58;5,12;2,19;2,92;8,77;2,19;7,31;6,58;5,12;3,66;3,66;1,46;4,39;5,12;4,39;2,92;3,66;3,66;5,12;2,19;2,92;1,46;5,12;2,92;2,92;0,73;0,73;2,92;3,66;2,92
2023-04-20;23:00;3,66;2,19;10,24;5,12;6,58;2,92;2,19;1,46;5,12;1,46;5,85;3,66;4,39;2,92;2,19;1,46;2,19;2,92;2,92;2,92;2,92;2,92;2,92;2,92;2,19;0,73;4,39;2,92;2,92;0,73;0,00;2,92;3,66;2,92
2023-04-21;00:00;4,39;3,66;5,12;2,92;2,92;2,92;2,19;2,19;8,04;2,19;3,66;2,19;2,92;2,19;2,19;1,46;2,19;2,92;2,19;2,92;2,92;2,92;2,92;3,66;1,46;2,19;4,39;2,92;2,92;0,00;0,00;3,66;3,66;3,66
2023-04-21;01:00;3,66;2,92;2,92;1,46;1,46;2,19;2,92;2,19;66,54;2,19;2,19;0,73;2,92;2,19;2,92;2,19;2,19;2,92;2,19;3,66;3,66;2,92;3,66;3,66;1,46;2,92;2,92;2,92;2,92;0,00;0,00;5,12;5,12;4,39
2023-04-21;02:00;5,12;2,19;1,46;0,00;2,19;2,19;5,85;4,39;0,00;1,46;1,46;0,73;3,66;3,66;4,39;2,19;2,19;2,92;2,19;4,39;4,39;2,92;3,66;3,66;1,46;1,46;6,58;4,39;3,66;1,46;0,00;5,85;3,66;5,12
2023-04-21;03:00;4,39;2,92;2,19;0,00;1,46;2,92;6,58;6,58;0,00;0,00;0,73;0,00;2,92;3,66;7,31;1,46;1,46;2,92;2,19;5,12;3,66;3,66;3,66;3,66;1,46;2,92;5,12;3,66;2,92;0,00;0,00;5,12;3,66;4,39
2023-04-21;04:00;2,19;0,73;1,46;0,00;1,46;5,12;5,12;5,12;0,00;0,00;0,00;0,00;2,19;2,19;5,12;0,73;0,73;2,19;0,73;3,66;2,19;2,19;2,92;2,19;0,00;0,00;3,66;2,19;2,92;0,00;0,00;2,92;4,39;2,19
2023-04-21;05:00;1,46;0,73;2,19;0,00;1,46;1,46;1,46;2,19;16,82;0,00;0,73;0,00;0,73;1,46;2,19;2,19;2,19;2,19;1,46;2,19;2,19;2,19;2,19;1,46;0,73;0,00;2,19;2,92;2,19;0,00;0,00;2,92;3,66;1,46
2023-04-21;06:00;0,00;4,39;5,85;7,31;5,12;4,39;4,39;5,12;0,00;2,92;6,58;6,58;7,31;8,04;5,12;7,31;10,24;13,16;11,70;10,24;7,31;6,58;7,31;6,58;9,51;1,46;4,39;9,51;8,04;2,19;6,58;6,58;7,31;5,85
2023-04-21;07:00;0,00;16,82;12,43;20,47;16,82;14,62;14,62;12,43;0,00;12,43;16,82;23,40;21,20;26,32;18,28;10,97;18,28;24,86;30,71;21,20;14,62;10,24;13,89;11,70;20,47;8,04;11,70;13,16;10,24;4,39;16,09;8,77;10,24;8,04
2023-04-21;08:00;0,73;10,97;12,43;27,78;31,44;15,35;13,89;11,70;8,04;8,77;18,28;30,71;25,59;27,05;15,35;9,51;16,09;20,47;31,44;16,09;10,97;7,31;12,43;10,24;16,82;4,39;9,51;9,51;8,77;3,66;10,97;6,58;8,77;6,58
2023-04-21;09:00;2,92;9,51;10,97;19,01;15,35;10,97;6,58;6,58;5,12;7,31;10,97;17,55;10,24;10,24;9,51;8,04;10,24;10,97;11,70;6,58;7,31;5,85;8,77;5,85;9,51;4,39;8,04;7,31;6,58;3,66;7,31;5,85;8,77;5,85
2023-04-21;10:00;3,66;10,24;10,24;19,74;14,62;10,97;5,85;6,58;8,04;8,04;10,24;18,28;10,24;9,51;9,51;5,85;9,51;11,70;10,97;5,85;7,31;6,58;9,51;5,85;8,77;5,12;8,77;8,04;7,31;4,39;8,04;5,85;8,04;5,85
2023-04-21;11:00;3,66;11,70;11,70;22,67;14,62;13,16;6,58;6,58;0,00;8,77;10,97;20,47;11,70;10,97;10,24;5,85;10,24;13,16;11,70;5,85;7,31;6,58;10,24;5,85;9,51;4,39;10,24;8,77;7,31;3,66;8,77;6,58;8,77;5,85
2023-04-21;12:00;2,92;10,97;12,43;24,13;15,35;13,16;6,58;6,58;0,00;8,04;11,70;23,40;13,89;12,43;9,51;7,31;13,16;16,09;13,89;5,85;8,04;8,04;10,97;5,85;10,24;4,39;9,51;9,51;8,04;2,92;8,77;7,31;8,04;5,85
2023-04-21;13:00;2,92;10,97;13,16;24,13;15,35;12,43;6,58;7,31;6,58;8,77;13,89;24,86;18,28;14,62;10,97;10,97;17,55;21,20;19,74;7,31;10,24;10,24;13,16;6,58;10,97;4,39;9,51;10,97;8,04;2,92;9,51;7,31;8,04;5,85
2023-04-21;14:00;2,19;13,16;14,62;30,71;20,47;13,89;8,04;9,51;16,09;10,97;22,67;33,63;27,78;21,94;13,16;21,94;26,32;31,44;35,10;10,97;16,82;13,16;19,74;12,43;15,35;5,12;10,24;17,55;10,24;3,66;13,16;10,97;8,77;7,31
2023-04-21;15:00;2,19;13,89;16,09;40,21;24,86;15,35;13,16;16,09;4,39;13,16;29,25;39,48;33,63;26,32;16,82;32,90;30,71;41,68;41,68;13,16;19,01;16,09;23,40;27,78;19,01;7,31;11,70;22,67;11,70;3,66;19,74;13,16;9,51;11,70
2023-04-21;16:00;2,19;11,70;12,43;34,37;22,67;15,35;13,16;14,62;4,39;10,24;22,67;33,63;23,40;19,74;14,62;23,40;23,40;30,71;25,59;12,43;16,09;13,16;16,82;17,55;14,62;6,58;10,24;19,74;10,24;2,92;13,89;11,70;8,77;10,97
2023-04-21;17:00;2,19;10,24;10,24;21,94;17,55;14,62;10,24;11,70;1,46;8,04;14,62;24,13;12,43;12,43;12,43;8,77;13,16;14,62;11,70;8,77;9,51;8,04;8,77;5,12;10,24;5,12;9,51;10,97;7,31;2,92;8,04;7,31;8,04;6,58
2023-04-21;18:00;2,19;8,04;7,31;16,09;10,97;10,24;6,58;10,24;2,92;5,85;8,77;16,09;8,77;7,31;9,51;2,92;8,04;8,77;6,58;5,12;7,31;5,85;5,85;3,66;7,31;4,39;8,04;5,85;5,85;2,19;5,12;3,66;7,31;4,39
2023-04-21;19:00;2,19;6,58;5,85;11,70;8,77;8,04;4,39;5,85;7,31;5,12;7,31;10,97;6,58;5,12;7,31;2,19;5,85;7,31;5,12;3,66;5,12;5,12;5,12;3,66;5,85;3,66;7,31;4,39;5,12;1,46;3,66;2,92;6,58;3,66
2023-04-21;20:00;2,19;6,58;5,85;9,51;7,31;7,31;3,66;4,39;3,66;5,12;6,58;9,51;6,58;4,39;5,85;2,19;4,39;6,58;4,39;4,39;5,12;5,12;4,39;2,92;5,12;3,66;6,58;3,66;4,39;1,46;3,66;2,92;6,58;3,66
2023-04-21;21:00;2,19;5,85;5,12;8,77;7,31;6,58;3,66;4,39;10,97;5,12;5,12;8,77;5,85;4,39;5,85;2,19;4,39;5,12;4,39;4,39;5,12;5,12;4,39;3,66;4,39;4,39;6,58;3,66;4,39;1,46;2,92;2,92;6,58;3,66
2023-04-21;22:00;2,19;4,39;5,12;8,77;5,85;7,31;3,66;4,39;15,35;3,66;5,85;8,77;5,85;4,39;5,85;2,92;3,66;5,12;4,39;4,39;5,12;4,39;4,39;3,66;4,39;4,39;5,85;3,66;4,39;2,19;2,19;2,92;5,12;2,92
2023-04-21;23:00;1,46;4,39;4,39;8,04;8,04;5,12;3,66;4,39;11,70;3,66;8,04;8,77;5,12;3,66;5,12;2,92;3,66;4,39;3,66;3,66;4,39;3,66;2,92;2,92;3,66;4,39;5,85;2,92;3,66;2,19;1,46;4,39;5,12;2,92
2023-04-22;00:00;1,46;5,12;3,66;6,58;7,31;4,39;3,66;3,66;6,58;2,92;4,39;7,31;4,39;3,66;4,39;2,19;3,66;3,66;2,92;3,66;3,66;2,92;2,92;2,92;2,92;3,66;5,85;2,19;2,19;2,19;0,73;3,66;2,92;2,92
2023-04-22;01:00;1,46;4,39;2,19;4,39;2,19;4,39;3,66;2,92;19,01;2,19;2,19;5,12;2,92;2,92;2,92;0,73;1,46;2,92;2,19;2,92;3,66;1,46;1,46;2,19;2,19;3,66;4,39;2,19;2,19;0,73;0,00;2,92;3,66;2,19
2023-04-22;02:00;2,19;4,39;1,46;2,19;1,46;3,66;3,66;3,66;0,73;0,73;1,46;3,66;2,19;2,19;2,92;0,73;1,46;2,19;1,46;2,92;3,66;1,46;2,19;2,19;1,46;4,39;4,39;2,19;2,19;1,46;0,00;2,92;2,92;2,19
2023-04-22;03:00;2,19;5,12;1,46;0,73;0,73;3,66;3,66;3,66;34,37;2,19;0,73;2,19;2,19;2,19;2,92;0,73;0,73;2,19;1,46;3,66;3,66;0,73;2,19;2,19;1,46;2,19;2,92;2,19;2,19;0,73;0,00;2,92;3,66;2,19
2023-04-22;04:00;1,46;1,46;2,92;0,00;0,73;3,66;3,66;3,66;59,23;2,19;0,00;0,73;1,46;1,46;3,66;0,00;0,00;1,46;0,73;2,92;2,19;0,73;1,46;1,46;0,73;2,19;4,39;1,46;1,46;0,00;0,00;2,19;3,66;2,19
2023-04-22;05:00;0,73;2,92;2,19;0,00;1,46;2,19;2,92;2,92;0,00;0,00;0,00;0,00;1,46;0,73;2,92;0,00;0,00;0,73;0,00;2,19;2,19;1,46;1,46;1,46;0,00;0,00;3,66;1,46;2,19;0,00;0,00;2,19;2,92;2,19
2023-04-22;06:00;1,46;3,66;2,19;0,00;1,46;2,19;1,46;1,46;0,00;0,73;0,73;0,00;1,46;0,73;1,46;0,73;0,73;2,19;0,73;2,19;1,46;1,46;1,46;1,46;0,73;0,00;2,19;2,19;2,19;0,00;0,00;2,19;2,92;2,19
2023-04-22;07:00;1,46;4,39;2,19;0,73;2,92;2,92;1,46;1,46;0,00;0,73;1,46;1,46;2,19;1,46;2,92;0,73;1,46;2,19;1,46;2,19;1,46;1,46;1,46;1,46;1,46;0,73;2,92;1,46;2,19;0,00;0,73;1,46;2,92;1,46
2023-04-22;08:00;2,19;5,12;2,92;2,92;4,39;4,39;2,19;2,19;0,00;2,19;2,92;2,92;2,19;2,19;3,66;0,73;2,92;3,66;2,19;2,92;2,92;2,19;2,19;2,19;2,92;1,46;3,66;2,19;2,19;0,00;2,19;1,46;4,39;2,19
2023-04-22;09:00;2,19;8,04;5,12;8,04;7,31;6,58;2,92;4,39;0,00;5,12;5,12;8,04;4,39;4,39;5,85;1,46;5,12;6,58;4,39;5,12;5,12;3,66;3,66;2,92;5,12;2,92;5,12;3,66;2,92;1,46;4,39;2,92;5,12;2,92
2023-04-22;10:00;3,66;10,24;8,04;12,43;11,70;10,24;4,39;5,12;0,00;8,04;8,04;12,43;7,31;7,31;8,04;2,19;7,31;9,51;6,58;5,85;6,58;4,39;5,12;3,66;6,58;4,39;7,31;5,85;5,85;2,19;6,58;3,66;5,85;3,66
2023-04-22;11:00;2,92;11,70;10,24;17,55;14,62;14,62;5,12;6,58;0,00;9,51;9,51;16,82;8,77;9,51;9,51;2,92;9,51;11,70;8,04;5,12;6,58;5,85;5,85;4,39;7,31;5,12;7,31;7,31;6,58;2,92;7,31;5,85;6,58;3,66
2023-04-22;12:00;2,92;12,43;11,70;19,74;16,09;15,35;5,85;7,31;8,04;9,51;10,97;19,74;10,24;10,24;9,51;3,66;9,51;13,89;8,77;5,85;7,31;6,58;6,58;4,39;8,04;5,12;8,04;8,04;7,31;2,92;7,31;5,12;5,85;3,66
2023-04-22;13:00;2,92;12,43;10,97;19,01;15,35;13,89;5,12;6,58;10,97;9,51;10,24;19,74;10,24;10,24;8,77;2,92;9,51;13,16;8,77;5,12;6,58;6,58;6,58;4,39;7,31;4,39;7,31;7,31;8,04;2,19;6,58;3,66;5,85;2,92
2023-04-22;14:00;2,19;10,97;9,51;19,74;14,62;13,16;5,12;6,58;6,58;8,77;10,24;20,47;9,51;8,77;8,04;2,92;8,77;11,70;8,04;4,39;5,85;6,58;6,58;3,66;6,58;4,39;7,31;7,31;7,31;2,19;5,85;3,66;6,58;2,92
2023-04-22;15:00;2,19;10,24;8,77;19,74;13,16;11,70;5,12;5,85;6,58;7,31;10,24;19,01;8,77;8,04;7,31;4,39;8,04;10,97;7,31;5,12;5,12;6,58;5,12;3,66;6,58;3,66;6,58;6,58;6,58;1,46;5,12;2,92;6,58;2,92
2023-04-22;16:00;2,19;9,51;9,51;19,74;12,43;11,70;5,12;5,85;2,92;7,31;10,24;19,01;8,77;7,31;8,04;2,92;8,77;10,97;7,31;5,12;5,85;6,58;5,12;3,66;6,58;3,66;6,58;5,85;5,85;2,19;5,12;2,92;6,58;2,92
2023-04-22;17:00;2,19;8,77;7,31;17,55;12,43;10,97;4,39;5,12;18,28;5,85;9,51;17,55;8,77;7,31;7,31;2,92;8,04;10,24;6,58;4,39;5,12;5,85;5,12;3,66;5,85;3,66;7,31;5,12;5,12;2,19;5,12;2,92;7,31;2,92
2023-04-22;18:00;2,19;7,31;5,12;13,89;10,24;8,77;3,66;4,39;13,16;5,12;8,04;13,16;6,58;5,12;6,58;2,19;5,85;7,31;5,12;2,92;4,39;5,85;4,39;2,92;5,12;2,92;6,58;3,66;4,39;1,46;3,66;2,19;6,58;2,92
2023-04-22;19:00;2,19;6,58;4,39;10,97;8,04;7,31;2,92;3,66;13,89;4,39;6,58;9,51;5,85;4,39;5,85;1,46;4,39;6,58;3,66;2,92;3,66;4,39;3,66;2,92;4,39;2,92;5,85;3,66;3,66;1,46;2,92;2,19;5,85;2,92
2023-04-22;20:00;2,19;5,85;3,66;9,51;7,31;7,31;2,92;2,92;0,00;4,39;5,85;8,77;5,85;3,66;5,12;1,46;4,39;5,85;3,66;2,92;2,92;4,39;3,66;2,92;4,39;2,92;6,58;2,92;3,66;1,46;2,92;2,19;5,85;2,92
2023-04-22;21:00;1,46;5,85;3,66;8,04;6,58;6,58;2,92;2,92;17,55;4,39;5,12;8,04;5,12;3,66;5,12;1,46;4,39;5,12;3,66;2,92;3,66;4,39;4,39;2,92;4,39;2,92;5,85;2,92;3,66;2,19;2,19;2,19;5,85;2,92
2023-04-22;22:00;1,46;5,12;3,66;8,77;7,31;5,85;2,92;2,92;20,47;3,66;5,85;8,04;5,12;3,66;4,39;1,46;4,39;4,39;3,66;2,92;3,66;4,39;5,12;2,92;4,39;3,66;5,12;2,92;3,66;2,19;1,46;2,19;4,39;2,19
2023-04-22;23:00;1,46;4,39;3,66;8,04;8,77;4,39;2,92;2,92;7,31;3,66;5,85;8,04;5,12;2,92;3,66;1,46;2,92;4,39;3,66;2,19;2,92;3,66;2,92;2,92;3,66;3,66;4,39;2,19;2,92;2,19;1,46;2,92;4,39;2,19
2023-04-23;00:00;1,46;5,12;4,39;7,31;6,58;3,66;2,19;2,19;37,29;4,39;2,92;6,58;4,39;2,92;3,66;0,73;2,19;3,66;2,92;2,19;2,92;2,19;2,19;2,92;2,92;2,92;5,12;1,46;2,19;2,19;0,00;2,92;2,92;2,19
2023-04-23;01:00;0,73;5,12;2,19;3,66;2,92;4,39;2,92;2,92;22,67;3,66;1,46;4,39;2,92;2,19;2,92;0,73;1,46;2,92;2,19;2,19;2,19;1,46;2,19;2,19;2,19;4,39;3,66;0,73;1,46;1,46;0,00;1,46;2,19;2,19
2023-04-23;02:00;1,46;5,12;0,73;2,19;2,19;3,66;2,92;2,19;12,43;3,66;0,73;2,92;2,19;1,46;2,92;0,73;1,46;2,19;1,46;1,46;1,46;0,73;1,46;1,46;1,46;3,66;3,66;0,73;1,46;0,73;0,00;1,46;1,46;1,46
2023-04-23;03:00;2,19;3,66;1,46;0,73;1,46;3,66;2,19;2,92;21,20;2,19;0,00;2,19;1,46;1,46;4,39;0,00;0,73;2,19;0,73;1,46;2,19;0,73;1,46;1,46;1,46;3,66;3,66;0,73;1,46;0,00;0,00;2,19;2,19;1,46
2023-04-23;04:00;0,73;5,12;2,19;0,00;0,73;3,66;2,19;2,19;26,32;2,19;0,00;0,73;1,46;1,46;4,39;0,00;0,00;1,46;0,73;1,46;1,46;0,73;0,73;1,46;0,73;2,19;3,66;0,73;0,73;0,00;0,00;1,46;2,92;0,73
2023-04-23;05:00;0,73;2,92;1,46;0,00;1,46;5,12;1,46;1,46;0,00;0,73;0,00;0,00;1,46;0,00;4,39;0,00;0,00;0,73;0,00;1,46;1,46;0,73;0,73;1,46;0,00;0,00;1,46;0,73;1,46;0,00;0,00;1,46;3,66;0,73
2023-04-23;06:00;1,46;2,19;2,19;0,00;0,73;5,85;0,73;0,00;0,00;0,00;0,00;0,00;1,46;0,00;1,46;0,00;0,00;1,46;0,00;0,73;0,73;0,73;0,73;0,73;0,00;0,00;2,92;0,73;1,46;0,00;0,00;1,46;1,46;0,73
2023-04-23;07:00;0,73;4,39;2,19;0,00;1,46;3,66;0,73;0,73;1,46;1,46;0,73;0,00;1,46;0,73;2,19;0,00;0,73;1,46;0,73;1,46;1,46;1,46;0,73;0,73;0,73;0,73;3,66;0,73;1,46;0,00;0,00;0,73;1,46;1,46
2023-04-23;08:00;1,46;5,85;2,92;2,19;4,39;3,66;1,46;1,46;0,73;2,92;2,19;2,19;2,19;1,46;3,66;0,73;1,46;2,92;1,46;2,19;1,46;2,19;2,19;2,19;2,19;1,46;3,66;1,46;1,46;0,73;1,46;1,46;3,66;2,19
2023-04-23;09:00;2,19;6,58;4,39;6,58;6,58;6,58;2,92;2,92;0,00;5,12;4,39;6,58;3,66;4,39;5,85;1,46;3,66;5,12;3,66;2,92;3,66;2,92;2,92;2,19;3,66;3,66;4,39;2,92;2,19;1,46;3,66;2,19;4,39;2,19
2023-04-23;10:00;2,92;8,04;6,58;10,24;8,77;9,51;3,66;4,39;0,00;6,58;6,58;10,24;5,85;6,58;7,31;2,19;5,85;7,31;5,85;4,39;5,12;4,39;3,66;2,92;5,85;4,39;5,85;4,39;4,39;2,92;5,85;2,92;5,12;2,92
2023-04-23;11:00;2,92;10,24;9,51;13,89;10,97;10,97;5,12;5,85;2,92;8,77;8,77;13,89;8,04;8,04;8,04;2,92;8,04;9,51;7,31;5,12;5,85;5,12;5,12;3,66;6,58;5,85;6,58;5,85;5,85;3,66;6,58;3,66;5,85;3,66
2023-04-23;12:00;2,19;10,24;11,70;16,82;13,16;12,43;5,85;5,85;0,00;8,77;10,24;16,82;9,51;8,77;8,77;3,66;9,51;11,70;8,04;5,12;6,58;5,85;5,85;4,39;7,31;5,12;7,31;7,31;6,58;2,92;6,58;4,39;5,85;3,66
