Dato;Tid;Celle 1;Celle 2;Celle 3;Celle 4;Celle 5;Celle 6;Celle 7;Celle 8;Celle 9;Celle 10;Celle 11;Celle 12;Celle 13;Celle 14;Celle 15;Celle 16;Celle 17;Celle 18;Celle 19;Celle 20;Celle 21;Celle 22;Celle 23;Celle 24;Celle 25;Celle 26;Celle 27;Celle 28;Celle 29;Celle 30;Celle 31;Celle 32;Celle 33;Celle 34
2023-01-01;00:00;1,84;6,44;5,52;9,19;8,28;4,60;2,76;2,76;46,89;5,52;3,68;8,28;5,52;3,68;4,60;0,92;2,76;4,60;3,68;2,76;3,68;2,76;2,76;3,68;3,68;3,68;6,44;1,84;2,76;2,76;0,00;3,68;3,68;2,76
2023-01-01;01:00;0,92;6,44;2,76;4,60;3,68;5,52;3,68;3,68;28,50;4,60;1,84;5,52;3,68;2,76;3,68;0,92;1,84;3,68;2,76;2,76;2,76;1,84;2,76;2,76;2,76;5,52;4,60;0,92;1,84;1,84;0,00;1,84;2,76;2,76
2023-01-01;02:00;1,84;6,44;0,92;2,76;2,76;4,60;3,68;2,76;15,63;4,60;0,92;3,68;2,76;1,84;3,68;0,92;1,84;2,76;1,84;1,84;1,84;0,92;1,84;1,84;1,84;4,60;4,60;0,92;1,84;0,92;0,00;1,84;1,84;1,84
2023-01-01;03:00;2,76;4,60;1,84;0,92;1,84;4,60;2,76;3,68;26,66;2,76;0,00;2,76;1,84;1,84;5,52;0,00;0,92;2,76;0,92;1,84;2,76;0,92;1,84;1,84;1,84;4,60;4,60;0,92;1,84;0,00;0,00;2,76;2,76;1,84
2023-01-01;04:00;0,92;6,44;2,76;0,00;0,92;4,60;2,76;2,76;33,10;2,76;0,00;0,92;1,84;1,84;5,52;0,00;0,00;1,84;0,92;1,84;1,84;0,92;0,92;1,84;0,92;2,76;4,60;0,92;0,92;0,00;0,00;1,84;3,68;0,92
2023-01-01;05:00;0,92;3,68;1,84;0,00;1,84;6,44;1,84;1,84;0,00;0,92;0,00;0,00;1,84;0,00;5,52;0,00;0,00;0,92;0,00;1,84;1,84;0,92;0,92;1,84;0,00;0,00;1,84;0,92;1,84;0,00;0,00;1,84;4,60;0,92
2023-01-01;06:00;1,84;2,76;2,76;0,00;0,92;7,36;0,92;0,00;0,00;0,00;0,00;0,00;1,84;0,00;1,84;0,00;0,00;1,84;0,00;0,92;0,92;0,92;0,92;0,92;0,00;0,00;3,68;0,92;1,84;0,00;0,00;1,84;1,84;0,92
2023-01-01;07:00;0,92;5,52;2,76;0,00;1,84;4,60;0,92;0,92;1,84;1,84;0,92;0,00;1,84;0,92;2,76;0,00;0,92;1,84;0,92;1,84;1,84;1,84;0,92;0,92;0,92;0,92;4,60;0,92;1,84;0,00;0,00;0,92;1,84;1,84
2023-01-01;08:00;1,84;7,36;3,68;2,76;5,52;4,60;1,84;1,84;0,92;3,68;2,76;2,76;2,76;1,84;4,60;0,92;1,84;3,68;1,84;2,76;1,84;2,76;2,76;2,76;2,76;1,84;4,60;1,84;1,84;0,92;1,84;1,84;4,60;2,76
2023-01-01;09:00;2,76;8,28;5,52;8,28;8,28;8,28;3,68;3,68;0,00;6,44;5,52;8,28;4,60;5,52;7,36;1,84;4,60;6,44;4,60;3,68;4,60;3,68;3,68;2,76;4,60;4,60;5,52;3,68;2,76;1,84;4,60;2,76;5,52;2,76
2023-01-01;10:00;3,68;10,11;8,28;12,87;11,03;11,95;4,60;5,52;0,00;8,28;8,28;12,87;7,36;8,28;9,19;2,76;7,36;9,19;7,36;5,52;6,44;5,52;4,60;3,68;7,36;5,52;7,36;5,52;5,52;3,68;7,36;3,68;6,44;3,68
2023-01-01;11:00;3,68;12,87;11,95;17,47;13,79;13,79;6,44;7,36;3,68;11,03;11,03;17,47;10,11;10,11;10,11;3,68;10,11;11,95;9,19;6,44;7,36;6,44;6,44;4,60;8,28;7,36;8,28;7,36;7,36;4,60;8,28;4,60;7,36;4,60
2023-01-01;12:00;2,76;12,87;14,71;21,15;16,55;15,63;7,36;7,36;0,00;11,03;12,87;21,15;11,95;11,03;11,03;4,60;11,95;14,71;10,11;6,44;8,28;7,36;7,36;5,52;9,19;6,44;9,19;9,19;8,28;3,68;8,28;5,52;7,36;4,60
2023-01-01;13:00;3,68;14,71;14,71;22,07;17,47;15,63;7,36;7,36;10,11;11,03;13,79;22,99;13,79;11,95;10,11;5,52;12,87;14,71;10,11;6,44;7,36;8,28;8,28;5,52;9,19;5,52;9,19;8,28;9,19;3,68;8,28;4,60;7,36;4,60
2023-01-01;14:00;2,76;12,87;12,87;22,99;18,39;14,71;6,44;7,36;9,19;10,11;12,87;22,99;13,79;11,95;10,11;3,68;11,95;14,71;10,11;5,52;7,36;9,19;9,19;4,60;8,28;5,52;8,28;7,36;8,28;2,76;7,36;4,60;7,36;3,68
2023-01-01;15:00;2,76;11,95;11,95;21,15;18,39;13,79;6,44;6,44;22,07;9,19;11,95;21,15;12,87;10,11;9,19;3,68;11,03;12,87;8,28;5,52;6,44;8,28;8,28;3,68;7,36;4,60;8,28;7,36;7,36;2,76;6,44;3,68;7,36;3,68
2023-01-01;16:00;2,76;11,95;11,03;20,23;18,39;13,79;6,44;6,44;18,39;9,19;11,95;22,07;12,87;10,11;9,19;3,68;11,03;12,87;8,28;5,52;7,36;9,19;8,28;4,60;7,36;4,60;8,28;6,44;6,44;2,76;6,44;4,60;7,36;3,68
2023-01-01;17:00;2,76;10,11;9,19;19,31;17,47;13,79;5,52;6,44;15,63;6,44;11,03;19,31;11,95;10,11;9,19;3,68;10,11;11,95;7,36;5,52;6,44;9,19;7,36;3,68;7,36;3,68;8,28;5,52;5,52;1,84;5,52;4,60;7,36;3,68
2023-01-01;18:00;2,76;8,28;6,44;15,63;16,55;10,11;3,68;4,60;11,03;5,52;9,19;15,63;8,28;6,44;7,36;2,76;9,19;8,28;5,52;3,68;8,28;6,44;9,19;3,68;5,52;2,76;8,28;4,60;4,60;0,92;3,68;3,68;7,36;2,76
2023-01-01;19:00;2,76;7,36;6,44;11,03;11,03;8,28;3,68;3,68;0,00;4,60;8,28;11,03;7,36;4,60;6,44;1,84;8,28;7,36;4,60;2,76;4,60;5,52;8,28;2,76;4,60;2,76;7,36;3,68;3,68;0,92;3,68;2,76;6,44;2,76
2023-01-01;20:00;1,84;6,44;5,52;9,19;15,63;7,36;2,76;2,76;0,00;5,52;7,36;10,11;7,36;5,52;5,52;1,84;10,11;7,36;4,60;2,76;3,68;5,52;11,03;2,76;4,60;2,76;7,36;2,76;3,68;1,84;2,76;2,76;6,44;2,76
2023-01-01;21:00;1,84;6,44;5,52;7,36;6,44;5,52;2,76;2,76;7,36;4,60;6,44;7,36;5,52;3,68;4,60;1,84;5,52;5,52;3,68;2,76;3,68;4,60;5,52;2,76;3,68;2,76;6,44;2,76;3,68;0,92;1,84;2,76;7,36;2,76
2023-01-01;22:00;1,84;4,60;7,36;5,52;5,52;5,52;2,76;2,76;0,00;2,76;6,44;5,52;4,60;2,76;4,60;0,92;4,60;4,60;2,76;2,76;4,60;3,68;4,60;2,76;2,76;1,84;6,44;2,76;3,68;0,92;0,00;1,84;3,68;1,84
2023-01-01;23:00;1,84;5,52;7,36;3,68;12,87;3,68;2,76;2,76;8,28;2,76;5,52;5,52;6,44;3,68;3,68;0,92;3,68;4,60;2,76;2,76;3,68;3,68;3,68;3,68;3,68;1,84;5,52;2,76;3,68;1,84;0,92;2,76;4,60;2,76
2023-01-02;00:00;1,84;8,28;7,36;2,76;5,52;4,60;3,68;3,68;0,00;3,68;3,68;3,68;6,44;4,60;4,60;1,84;2,76;3,68;2,76;2,76;3,68;2,76;3,68;3,68;2,76;1,84;4,60;2,76;3,68;2,76;0,00;3,68;4,60;3,68
2023-01-02;01:00;2,76;6,44;3,68;1,84;3,68;6,44;4,60;4,60;2,76;4,60;2,76;2,76;4,60;5,52;5,52;1,84;2,76;4,60;3,68;6,44;5,52;2,76;3,68;4,60;3,68;8,28;6,44;3,68;3,68;1,84;0,00;4,60;6,44;4,60
2023-01-02;02:00;4,60;8,28;1,84;1,84;3,68;7,36;6,44;7,36;0,00;3,68;2,76;1,84;4,60;7,36;10,11;2,76;2,76;4,60;3,68;5,52;6,44;3,68;4,60;5,52;4,60;7,36;6,44;3,68;4,60;4,60;0,00;5,52;5,52;4,60
2023-01-02;03:00;4,60;8,28;2,76;0,00;3,68;9,19;6,44;7,36;38,62;2,76;0,92;1,84;4,60;3,68;12,87;1,84;1,84;3,68;2,76;5,52;4,60;3,68;4,60;3,68;3,68;3,68;4,60;3,68;4,60;0,00;0,00;6,44;5,52;4,60
2023-01-02;04:00;0,92;0,92;1,84;0,00;2,76;7,36;4,60;4,60;19,31;0,00;0,00;0,00;2,76;1,84;6,44;0,92;0,92;2,76;0,92;2,76;2,76;1,84;3,68;2,76;0,00;0,00;2,76;1,84;4,60;0,00;0,00;2,76;5,52;3,68
2023-01-02;05:00;0,00;0,92;1,84;0,00;1,84;2,76;1,84;1,84;0,00;0,00;1,84;0,00;1,84;2,76;3,68;3,68;3,68;3,68;2,76;1,84;2,76;4,60;3,68;2,76;1,84;0,00;1,84;6,44;3,68;0,00;0,00;7,36;4,60;2,76
2023-01-02;06:00;0,00;6,44;8,28;12,87;7,36;5,52;5,52;8,28;0,00;5,52;10,11;10,11;11,03;13,79;6,44;13,79;21,15;23,91;18,39;14,71;11,03;16,55;12,87;11,95;15,63;2,76;5,52;28,50;18,39;3,68;15,63;37,70;9,19;23,91
2023-01-02;07:00;0,00;20,23;17,47;39,54;25,74;20,23;45,97;29,42;0,00;15,63;27,58;37,70;36,78;45,05;34,94;33,10;51,49;51,49;50,57;46,89;31,26;22,07;23,91;29,42;36,78;13,79;16,55;42,29;31,26;9,19;38,62;57,93;15,63;30,34
2023-01-02;08:00;0,92;13,79;16,55;51,49;50,57;26,66;43,21;29,42;0,00;10,11;33,10;53,33;48,73;50,57;33,10;40,46;50,57;52,41;60,68;45,97;20,23;21,15;24,83;34,94;31,26;8,28;14,71;33,10;21,15;11,03;22,99;37,70;11,95;17,47
2023-01-02;09:00;3,68;12,87;12,87;27,58;23,91;13,79;8,28;8,28;0,00;9,19;15,63;26,66;18,39;19,31;12,87;12,87;16,55;22,07;23,91;10,11;10,11;9,19;11,95;10,11;11,03;5,52;11,03;11,95;9,19;5,52;11,03;9,19;11,03;8,28
2023-01-02;10:00;5,52;11,95;12,87;22,99;18,39;13,79;7,36;8,28;4,60;10,11;11,95;21,15;12,87;13,79;11,95;8,28;11,95;14,71;14,71;8,28;10,11;9,19;11,95;7,36;11,03;6,44;11,95;10,11;9,19;5,52;11,03;7,36;11,03;8,28
2023-01-02;11:00;5,52;13,79;13,79;24,83;17,47;14,71;7,36;8,28;10,11;10,11;11,95;22,07;12,87;11,95;12,87;8,28;11,95;14,71;13,79;7,36;9,19;9,19;11,95;7,36;11,03;5,52;11,95;10,11;9,19;4,60;11,03;8,28;11,03;8,28
2023-01-02;12:00;4,60;12,87;13,79;23,91;17,47;13,79;7,36;8,28;11,03;10,11;11,95;22,07;12,87;12,87;11,95;7,36;11,95;14,71;13,79;7,36;9,19;9,19;11,95;7,36;11,03;5,52;11,95;10,11;9,19;3,68;10,11;8,28;11,03;7,36
2023-01-02;13:00;3,68;13,79;14,71;22,99;16,55;13,79;8,28;9,19;0,00;10,11;12,87;22,07;14,71;13,79;12,87;9,19;13,79;16,55;15,63;7,36;9,19;10,11;12,87;7,36;11,95;5,52;11,95;11,03;9,19;3,68;11,95;8,28;10,11;7,36
2023-01-02;14:00;4,60;15,63;17,47;27,58;20,23;16,55;9,19;10,11;11,03;12,87;21,15;31,26;27,58;24,83;13,79;18,39;24,83;28,50;33,10;9,19;13,79;14,71;18,39;9,19;15,63;5,52;11,95;15,63;11,95;4,60;13,79;10,11;11,03;8,28
2023-01-02;15:00;3,68;16,55;21,15;39,54;28,50;18,39;13,79;16,55;5,52;15,63;30,34;41,38;44,13;33,10;18,39;42,29;36,78;46,89;54,25;16,55;23,91;21,15;28,50;21,15;24,83;8,28;14,71;23,91;15,63;7,36;30,34;13,79;12,87;11,03
2023-01-02;16:00;1,84;17,47;18,39;38,62;33,10;19,31;15,63;18,39;5,52;15,63;27,58;39,54;40,46;31,26;19,31;30,34;30,34;44,13;47,81;18,39;19,31;18,39;23,91;16,55;21,15;8,28;14,71;18,39;13,79;5,52;26,66;12,87;12,87;11,03
2023-01-02;17:00;0,92;12,87;13,79;23,91;27,58;17,47;10,11;11,03;1,84;11,95;17,47;26,66;22,07;21,15;14,71;9,19;15,63;20,23;21,15;11,03;11,95;9,19;11,03;5,52;12,87;5,52;11,03;9,19;8,28;2,76;13,79;6,44;9,19;6,44
2023-01-02;18:00;1,84;9,19;8,28;14,71;15,63;11,95;6,44;6,44;4,60;8,28;10,11;16,55;11,03;11,95;10,11;2,76;9,19;10,11;9,19;5,52;7,36;7,36;7,36;3,68;8,28;3,68;9,19;6,44;6,44;1,84;6,44;5,52;8,28;4,60
2023-01-02;19:00;2,76;8,28;7,36;11,03;9,19;8,28;4,60;4,60;34,94;6,44;7,36;11,03;8,28;8,28;7,36;2,76;7,36;9,19;6,44;4,60;5,52;6,44;6,44;3,68;6,44;3,68;8,28;5,52;5,52;1,84;4,60;4,60;8,28;4,60
2023-01-02;20:00;2,76;7,36;7,36;8,28;7,36;7,36;4,60;4,60;10,11;5,52;6,44;9,19;7,36;5,52;7,36;2,76;6,44;7,36;5,52;4,60;7,36;5,52;5,52;3,68;5,52;3,68;8,28;4,60;5,52;1,84;3,68;4,60;7,36;4,60
2023-01-02;21:00;2,76;5,52;6,44;6,44;9,19;5,52;3,68;3,68;5,52;4,60;6,44;7,36;7,36;5,52;6,44;1,84;7,36;6,44;5,52;4,60;7,36;5,52;8,28;3,68;4,60;2,76;6,44;4,60;4,60;0,92;2,76;3,68;7,36;3,68
2023-01-02;22:00;2,76;4,60;7,36;4,60;3,68;3,68;3,68;3,68;0,00;2,76;5,52;4,60;5,52;3,68;4,60;1,84;3,68;5,52;5,52;3,68;4,60;4,60;4,60;2,76;2,76;2,76;6,44;3,68;3,68;0,92;0,00;3,68;4,60;2,76
2023-01-02;23:00;2,76;1,84;7,36;1,84;2,76;2,76;3,68;2,76;0,00;1,84;4,60;1,84;4,60;2,76;2,76;1,84;2,76;3,68;2,76;2,76;3,68;3,68;3,68;2,76;1,84;1,84;4,60;3,68;3,68;0,00;0,00;4,60;4,60;2,76
2023-01-03;00:00;3,68;2,76;7,36;1,84;2,76;2,76;3,68;2,76;106,66;2,76;3,68;0,00;2,76;1,84;1,84;2,76;1,84;3,68;1,84;2,76;2,76;2,76;3,68;4,60;0,00;0,92;5,52;3,68;3,68;0,00;0,00;5,52;4,60;4,60
2023-01-03;01:00;2,76;3,68;3,68;0,00;2,76;3,68;3,68;3,68;0,00;0,00;2,76;0,00;3,68;2,76;2,76;2,76;1,84;3,68;2,76;5,52;5,52;3,68;4,60;5,52;0,00;6,44;2,76;3,68;3,68;0,00;0,00;7,36;6,44;4,60
2023-01-03;02:00;4,60;0,92;1,84;0,00;2,76;5,52;6,44;5,52;0,00;0,92;1,84;0,00;3,68;3,68;7,36;3,68;2,76;3,68;1,84;6,44;6,44;3,68;5,52;5,52;0,00;5,52;7,36;5,52;5,52;1,84;0,00;8,28;5,52;6,44
2023-01-03;03:00;3,68;1,84;2,76;0,00;3,68;9,19;5,52;7,36;0,00;0,92;1,84;0,00;3,68;4,60;11,03;2,76;1,84;4,60;2,76;6,44;5,52;3,68;5,52;5,52;0,00;0,00;7,36;5,52;4,60;0,00;0,00;7,36;4,60;5,52
2023-01-03;04:00;0,92;0,00;1,84;0,00;2,76;8,28;3,68;4,60;9,19;0,00;0,00;0,00;2,76;1,84;5,52;0,92;0,92;3,68;0,92;3,68;2,76;1,84;2,76;1,84;0,00;0,00;0,92;2,76;3,68;0,00;0,00;3,68;4,60;2,76
2023-01-03;05:00;0,00;0,00;1,84;0,00;1,84;1,84;1,84;1,84;4,60;0,00;1,84;0,00;1,84;2,76;3,68;3,68;3,68;3,68;2,76;1,84;1,84;4,60;3,68;2,76;1,84;0,00;2,76;6,44;3,68;0,00;0,00;5,52;4,60;2,76
2023-01-03;06:00;0,00;6,44;8,28;14,71;8,28;5,52;5,52;7,36;0,00;4,60;11,95;11,03;11,03;13,79;6,44;12,87;23,91;26,66;19,31;15,63;12,87;17,47;13,79;13,79;15,63;2,76;5,52;29,42;21,15;2,76;15,63;33,10;9,19;23,91
2023-01-03;07:00;0,00;20,23;18,39;45,97;26,66;21,15;45,97;32,18;0,00;16,55;30,34;40,46;38,62;47,81;37,70;32,18;57,01;54,25;52,41;52,41;37,70;26,66;26,66;32,18;37,70;15,63;15,63;42,29;35,86;9,19;42,29;56,09;15,63;31,26
2023-01-03;08:00;0,92;14,71;17,47;61,60;53,33;27,58;50,57;40,46;0,00;11,03;35,86;57,93;51,49;54,25;38,62;43,21;57,93;54,25;64,36;53,33;25,74;23,91;26,66;43,21;36,78;9,19;11,95;32,18;24,83;11,95;22,99;39,54;11,03;14,71
2023-01-03;09:00;3,68;12,87;13,79;35,86;27,58;13,79;11,95;10,11;3,68;9,19;17,47;31,26;20,23;22,07;12,87;15,63;20,23;24,83;25,74;11,03;10,11;9,19;11,95;11,03;11,03;4,60;11,03;11,95;9,19;4,60;10,11;8,28;11,03;7,36
2023-01-03;10:00;5,52;12,87;12,87;27,58;19,31;13,79;7,36;8,28;0,00;9,19;11,95;23,91;12,87;14,71;12,87;8,28;11,95;14,71;13,79;7,36;10,11;8,28;11,95;7,36;11,03;6,44;11,03;10,11;9,19;5,52;11,03;7,36;11,03;8,28
2023-01-03;11:00;5,52;13,79;13,79;27,58;18,39;15,63;8,28;9,19;0,00;10,11;12,87;23,91;12,87;13,79;12,87;8,28;11,95;15,63;13,79;7,36;10,11;9,19;12,87;7,36;11,03;6,44;11,95;10,11;9,19;4,60;11,03;8,28;11,95;8,28
2023-01-03;12:00;4,60;12,87;13,79;27,58;19,31;14,71;8,28;9,19;0,00;10,11;12,87;24,83;14,71;13,79;12,87;8,28;13,79;16,55;14,71;7,36;10,11;9,19;12,87;7,36;11,03;5,52;11,95;10,11;9,19;4,60;11,03;8,28;11,03;8,28
2023-01-03;13:00;4,60;14,71;14,71;24,83;18,39;14,71;8,28;9,19;11,95;11,03;13,79;24,83;17,47;15,63;12,87;9,19;14,71;18,39;16,55;8,28;11,03;10,11;13,79;7,36;11,95;5,52;11,95;11,95;9,19;3,68;11,03;9,19;11,03;8,28
2023-01-03;14:00;2,76;15,63;17,47;32,18;22,99;17,47;9,19;11,03;0,92;12,87;26,66;35,86;31,26;30,34;14,71;21,15;27,58;32,18;39,54;11,95;16,55;14,71;20,23;10,11;15,63;5,52;12,87;16,55;11,03;4,60;13,79;11,03;11,03;9,19
2023-01-03;15:00;1,84;16,55;21,15;49,65;31,26;19,31;17,47;21,15;0,00;16,55;39,54;49,65;49,65;42,29;21,15;46,89;42,29;53,33;64,36;20,23;27,58;22,07;31,26;29,42;27,58;8,28;15,63;27,58;15,63;7,36;29,42;16,55;12,87;11,95
2023-01-03;16:00;0,92;16,55;18,39;52,41;34,94;19,31;20,23;23,91;7,36;15,63;34,94;48,73;47,81;38,62;21,15;41,38;36,78;55,17;60,68;19,31;22,07;20,23;27,58;30,34;22,99;9,19;14,71;24,83;15,63;6,44;30,34;13,79;12,87;11,03
2023-01-03;17:00;0,92;13,79;12,87;31,26;27,58;17,47;11,03;11,95;19,31;11,95;19,31;32,18;25,74;21,15;15,63;11,95;19,31;27,58;26,66;11,95;11,95;11,95;13,79;8,28;12,87;5,52;11,95;12,87;9,19;3,68;11,03;7,36;10,11;6,44
2023-01-03;18:00;1,84;10,11;9,19;18,39;14,71;11,95;6,44;7,36;2,76;8,28;11,03;18,39;11,03;9,19;11,03;3,68;10,11;11,03;9,19;7,36;7,36;7,36;7,36;3,68;8,28;4,60;9,19;6,44;6,44;1,84;6,44;5,52;8,28;4,60
2023-01-03;19:00;2,76;9,19;8,28;11,95;11,03;9,19;4,60;5,52;13,79;6,44;8,28;11,95;8,28;6,44;8,28;2,76;7,36;9,19;7,36;5,52;5,52;6,44;6,44;3,68;6,44;4,60;8,28;5,52;5,52;1,84;4,60;4,60;8,28;4,60
2023-01-03;20:00;2,76;7,36;7,36;9,19;8,28;7,36;4,60;4,60;9,19;6,44;8,28;9,19;7,36;5,52;7,36;2,76;6,44;8,28;5,52;4,60;5,52;5,52;5,52;3,68;5,52;3,68;8,28;4,60;4,60;1,84;3,68;3,68;7,36;4,60
2023-01-03;21:00;2,76;5,52;5,52;7,36;7,36;6,44;3,68;3,68;14,71;5,52;6,44;8,28;7,36;4,60;6,44;2,76;5,52;8,28;5,52;4,60;4,60;5,52;4,60;3,68;4,60;2,76;7,36;4,60;4,60;0,92;2,76;3,68;7,36;4,60
2023-01-03;22:00;2,76;2,76;7,36;5,52;5,52;3,68;3,68;2,76;4,60;2,76;6,44;5,52;5,52;3,68;4,60;2,76;5,52;6,44;5,52;3,68;4,60;4,60;6,44;2,76;2,76;1,84;4,60;3,68;3,68;0,92;0,00;3,68;3,68;3,68
2023-01-03;23:00;2,76;4,60;5,52;3,68;13,79;2,76;2,76;1,84;1,84;2,76;6,44;3,68;5,52;3,68;2,76;3,68;3,68;3,68;2,76;2,76;2,76;3,68;4,60;2,76;0,92;0,00;3,68;3,68;2,76;0,00;0,00;5,52;4,60;3,68
2023-01-04;00:00;3,68;2,76;6,44;2,76;4,60;1,84;2,76;1,84;0,00;2,76;4,60;0,92;3,68;2,76;2,76;3,68;2,76;3,68;2,76;3,68;2,76;2,76;3,68;3,68;1,84;1,84;1,84;3,68;2,76;0,00;0,00;5,52;4,60;4,60
2023-01-04;01:00;4,60;0,92;4,60;0,00;2,76;3,68;5,52;3,68;0,00;1,84;3,68;0,00;3,68;3,68;3,68;4,60;2,76;3,68;3,68;5,52;4,60;3,68;3,68;3,68;1,84;4,60;4,60;4,60;4,60;1,84;0,00;7,36;8,28;4,60
2023-01-04;02:00;5,52;8,28;2,76;0,00;3,68;4,60;8,28;6,44;0,00;1,84;2,76;0,00;4,60;4,60;7,36;4,60;2,76;4,60;2,76;6,44;5,52;4,60;4,60;5,52;1,84;3,68;6,44;5,52;5,52;2,76;0,00;9,19;5,52;8,28
2023-01-04;03:00;4,60;3,68;2,76;0,00;4,60;8,28;8,28;8,28;0,00;0,00;0,92;0,00;4,60;5,52;13,79;3,68;2,76;4,60;2,76;7,36;6,44;4,60;5,52;4,60;0,00;0,92;6,44;5,52;5,52;0,00;0,00;7,36;8,28;6,44
2023-01-04;04:00;1,84;0,00;0,92;0,00;1,84;6,44;4,60;4,60;0,00;0,00;0,00;0,00;2,76;1,84;5,52;0,92;0,92;3,68;1,84;3,68;4,60;2,76;3,68;2,76;0,00;0,00;0,00;2,76;4,60;0,00;0,00;3,68;5,52;3,68
2023-01-04;05:00;0,92;0,00;1,84;0,00;1,84;2,76;1,84;1,84;0,00;0,00;1,84;0,00;1,84;2,76;4,60;3,68;3,68;4,60;2,76;1,84;2,76;3,68;3,68;2,76;1,84;0,00;1,84;5,52;3,68;0,00;0,00;5,52;4,60;3,68
2023-01-04;06:00;0,00;5,52;8,28;14,71;7,36;5,52;6,44;7,36;0,00;3,68;11,03;11,03;11,03;14,71;7,36;13,79;22,07;25,74;19,31;14,71;11,95;14,71;12,87;13,79;15,63;2,76;5,52;25,74;19,31;4,60;15,63;28,50;10,11;20,23
2023-01-04;07:00;0,00;19,31;17,47;43,21;25,74;20,23;42,29;26,66;0,00;14,71;29,42;38,62;36,78;45,05;33,10;29,42;47,81;49,65;49,65;43,21;28,50;17,47;22,07;29,42;34,02;12,87;14,71;35,86;28,50;9,19;34,94;45,97;14,71;22,99
2023-01-04;08:00;0,92;12,87;16,55;55,17;50,57;25,74;36,78;25,74;0,00;10,11;35,86;53,33;45,97;46,89;28,50;37,70;45,97;45,97;57,01;34,02;16,55;14,71;21,15;34,02;28,50;7,36;11,03;26,66;15,63;9,19;20,23;28,50;11,95;11,03
2023-01-04;09:00;3,68;12,87;13,79;32,18;24,83;13,79;9,19;10,11;4,60;10,11;18,39;29,42;17,47;19,31;12,87;14,71;17,47;19,31;20,23;9,19;10,11;9,19;11,95;11,03;11,03;5,52;11,03;11,03;9,19;4,60;11,95;8,28;11,95;8,28
2023-01-04;10:00;6,44;12,87;13,79;27,58;19,31;14,71;8,28;9,19;0,00;10,11;13,79;24,83;13,79;14,71;12,87;8,28;12,87;15,63;14,71;8,28;10,11;9,19;11,95;8,28;11,03;7,36;11,95;10,11;9,19;6,44;11,95;8,28;11,95;9,19
2023-01-04;11:00;5,52;14,71;14,71;27,58;19,31;15,63;8,28;9,19;0,00;11,03;13,79;24,83;13,79;13,79;12,87;8,28;11,95;15,63;13,79;7,36;10,11;9,19;11,95;7,36;11,03;6,44;11,95;10,11;10,11;5,52;11,95;8,28;11,95;8,28
2023-01-04;12:00;4,60;12,87;14,71;28,50;19,31;15,63;8,28;9,19;7,36;10,11;13,79;25,74;14,71;13,79;12,87;8,28;12,87;15,63;14,71;7,36;9,19;9,19;11,95;7,36;11,03;5,52;11,03;10,11;9,19;4,60;11,03;8,28;11,03;8,28
2023-01-04;13:00;4,60;13,79;14,71;26,66;19,31;14,71;8,28;10,11;0,92;11,03;14,71;25,74;17,47;15,63;12,87;9,19;14,71;18,39;17,47;7,36;10,11;10,11;12,87;7,36;11,95;5,52;11,95;11,03;10,11;4,60;11,95;8,28;11,03;8,28
2023-01-04;14:00;2,76;15,63;17,47;33,10;22,99;17,47;9,19;11,03;8,28;12,87;28,50;36,78;30,34;30,34;15,63;20,23;27,58;31,26;37,70;10,11;16,55;15,63;20,23;9,19;15,63;5,52;11,95;18,39;11,95;4,60;14,71;11,95;11,95;9,19
2023-01-04;15:00;1,84;16,55;20,23;48,73;31,26;20,23;15,63;18,39;0,00;14,71;40,46;48,73;46,89;40,46;21,15;45,05;41,38;52,41;58,84;18,39;23,91;23,91;33,10;29,42;24,83;8,28;14,71;30,34;16,55;5,52;29,42;17,47;12,87;13,79
2023-01-04;16:00;1,84;16,55;18,39;51,49;34,94;19,31;16,55;18,39;2,76;15,63;33,10;47,81;43,21;34,02;20,23;37,70;35,86;53,33;52,41;15,63;20,23;22,07;29,42;29,42;20,23;8,28;13,79;29,42;15,63;4,60;26,66;15,63;14,71;14,71
2023-01-04;17:00;0,92;13,79;13,79;32,18;26,66;18,39;10,11;11,03;3,68;11,95;19,31;32,18;22,99;19,31;15,63;14,71;19,31;25,74;22,99;9,19;11,03;12,87;13,79;7,36;12,87;5,52;11,95;13,79;9,19;2,76;10,11;8,28;10,11;9,19
2023-01-04;18:00;1,84;10,11;9,19;19,31;15,63;12,87;6,44;7,36;3,68;8,28;11,95;19,31;11,95;9,19;11,03;5,52;10,11;11,95;9,19;5,52;7,36;9,19;8,28;4,60;8,28;4,60;9,19;8,28;6,44;2,76;6,44;5,52;8,28;5,52
2023-01-04;19:00;3,68;8,28;8,28;12,87;11,03;10,11;5,52;5,52;9,19;7,36;8,28;12,87;9,19;7,36;9,19;2,76;8,28;9,19;7,36;5,52;6,44;7,36;7,36;4,60;6,44;3,68;8,28;6,44;6,44;2,76;5,52;5,52;8,28;5,52
2023-01-04;20:00;2,76;7,36;9,19;10,11;9,19;8,28;4,60;5,52;14,71;6,44;8,28;10,11;8,28;6,44;7,36;2,76;6,44;9,19;7,36;6,44;5,52;6,44;5,52;3,68;6,44;3,68;8,28;5,52;5,52;1,84;4,60;4,60;8,28;5,52
