DatoMaerke,NO2 ppb
2018-08-29,25.664509386363637
2018-08-30,27.219913276595744
2018-08-31,10.582890127659574
2018-09-01,3.98547575
2018-09-02,19.433633783783783
2018-09-03,15.026047555555555
2018-09-04,24.658341909090908
2018-09-05,31.094869574468085
2018-09-06,25.439049851063828
2018-09-07,17.95578136170213
2018-09-08,10.970457574468083
2018-09-09,13.87794747826087
2018-09-10,14.747706510638297
2018-09-11,14.115110173913044
2018-09-12,10.015463212765956
2018-09-13,13.085865382978723
2018-09-14,14.22142365957447
2018-09-15,8.241262340425532
2018-09-16,13.028639680851063
2018-09-17,20.413284404255318
2018-09-18,27.214228444444448
2018-09-19,17.586914361702128
2018-09-20,16.00548710638298
2018-09-21,12.764412872340426
2018-09-22,4.82506040425532
2018-09-23,4.19603770212766
2018-09-24,8.221275085106383
2018-09-25,10.9856522
2018-09-26,7.237089957446809
2018-09-27,6.466682504255319
2018-09-28,4.624743334042553
2018-09-29,8.768302510638298
2018-09-30,8.305199574468086
2018-10-01,14.196654340425532
2018-10-02,11.611577955555557
2018-10-03,4.551762917021277
2018-10-04,19.196479638297873
2018-10-05,17.862270021276597
2018-10-06,16.058033297872342
2018-10-07,9.846445936170213
2018-10-08,17.074092
2018-10-09,17.552499772727273
2018-10-10,30.972252425531916
2018-10-11,22.765836787234043
2018-10-12,30.289703276595745
2018-10-13,24.06064043478261
2018-10-14,15.477372531914893
2018-10-15,25.075138
2018-10-16,41.03150052631579
2018-10-17,37.655039333333335
2018-10-18,15.119080425531914
2018-10-19,18.34141393478261
2018-10-20,11.507764574468084
2018-10-21,13.049339638297873
2018-10-22,6.487760808510639
2018-10-23,3.7255006666666666
2018-10-24,12.32623714893617
2018-10-25,3.089164080851064
2018-10-26,19.862818045652176
2018-10-27,7.355871531914893
2018-10-28,8.573008127659573
2018-10-29,9.47265765
2018-10-30,15.355871170212767
2018-10-31,19.048746468085106
2018-11-01,22.51849789361702
2018-11-02,19.79866197826087
2018-11-03,20.898992652173913
2018-11-04,18.340922765957448
2018-11-05,20.251180127659573
2018-11-06,26.302759304347827
2018-11-07,28.217124042553188
2018-11-08,29.037128936170213
2018-11-09,25.22162829787234
2018-11-10,12.881586934782609
2018-11-11,13.261528319148937
2018-11-12,24.054490468085106
2018-11-13,18.513025239130435
2018-11-14,17.757146170212767
2018-11-15,24.65939019148936
2018-11-16,18.18907644680851
2018-11-17,16.134725042553193
2018-11-18,8.901332382978723
2018-11-19,11.774447076595745
2018-11-20,12.70444447826087
2018-11-21,15.333782021276596
2018-11-22,21.144341255319148
2018-11-23,25.357320106382982
2018-11-24,17.562717978723402
2018-11-25,11.989579808510639
2018-11-26,35.09224531914894
2018-11-27,35.038394600000004
2018-11-28,21.427232042553193
2018-11-29,13.76742704255319
2018-11-30,17.744878468085105
2018-12-01,20.424736170212764
2018-12-02,13.474855276595743
2018-12-03,20.5900505106383
2018-12-04,4.715031859090909
2018-12-05,27.154941382978727
2018-12-06,22.55169285106383
2018-12-07,18.83478229787234
2018-12-08,8.826473382978723
2018-12-09,7.7451871304347835
2018-12-10,5.1258118999999995
2018-12-11,10.958092488888887
2018-12-12,19.15630719148936
2018-12-13,18.054277489361702
2018-12-14,17.381174978723404
2018-12-15,12.953937404255319
2018-12-16,11.396165021276595
2018-12-17,25.285787731707316
2018-12-18,22.079496782608693
2018-12-19,14.798054244444446
2018-12-20,20.957917127659574
2018-12-21,18.36868958695652
2018-12-22,14.76654425531915
2018-12-23,14.554653021276597
2018-12-24,11.45632134042553
2018-12-25,2.763451212765957
2018-12-26,4.316200091489362
2018-12-27,4.235216
2018-12-28,6.618163369565218
2018-12-29,9.647489957446808
2018-12-30,6.7512537446808505
2018-12-31,10.896083787234042
2019-01-01,1.9797203898297873
2019-01-02,6.065098626804348
2019-01-03,19.4445737
2019-01-04,7.243729891304348
2019-01-05,15.051492489361703
2019-01-06,20.355713829787234
2019-01-07,14.21344195744681
2019-01-08,11.9836975
2019-01-09,9.742010500212766
2019-01-10,21.604730319148935
2019-01-11,9.824196808510639
2019-01-12,10.22117329787234
2019-01-13,3.958981787234043
2019-01-14,4.0132692191489365
2019-01-15,8.568897775555556
2019-01-16,12.713933842553192
2019-01-17,12.060832236170214
2019-01-18,17.17935225531915
2019-01-19,12.677013170212765
2019-01-20,15.13857985106383
2019-01-21,19.22498393617021
2019-01-22,20.729224608695652
2019-01-23,17.908596893617023
2019-01-24,17.4330465106383
2019-01-25,21.92261274468085
2019-01-26,15.892967361702128
2019-01-27,15.260442595744681
2019-01-28,16.75154725531915
2019-01-29,13.748756704545455
2019-01-30,22.50109570212766
2019-01-31,16.723076659574467
2019-02-01,19.577806680851065
2019-02-02,13.823072680851064
2019-02-03,6.9087855
2019-02-04,21.049357127659576
2019-02-05,8.542673177777779
2019-02-06,18.697512085106382
2019-02-07,17.795122829787235
2019-02-08,12.79752674468085
2019-02-09,7.866511872340426
2019-02-10,11.62158147826087
2019-02-11,5.223485063829787
2019-02-12,9.688633120454545
2019-02-13,6.3968627021276605
2019-02-14,10.331857357142857
2019-02-15,19.570025547826088
2019-02-16,18.480846304347825
2019-02-17,14.965841404255318
2019-02-18,23.287728279069768
2019-02-19,11.685423482608694
2019-02-20,7.853058193617021
2019-02-21,9.386086787234042
2019-02-22,13.716353921276596
2019-02-23,14.067382739130435
2019-02-24,10.382289276595746
2019-02-25,7.924424212765958
2019-02-26,15.52808223255814
2019-02-27,19.786948536585367
2019-02-28,17.18297126923077
2019-03-01,30.208022142857143
2019-03-02,15.48216485106383
2019-03-03,10.03596963888889
2019-03-04,16.988863357142858
2019-03-05,18.94777
2019-03-06,15.51713485106383
2019-03-07,14.422123765957448
2019-03-08,4.6778452608695655
2019-03-09,4.818545276595745
2019-03-10,4.555221808510638
2019-03-11,14.749825872340425
2019-03-12,12.140075513513514
2019-03-13,14.120037510638298
2019-03-14,14.233397044680853
2019-03-15,9.763520261904763
2019-03-16,5.404930736170213
2019-03-17,4.146974425531915
2019-03-18,4.793256646808511
2019-03-19,12.636716133333334
2019-03-20,13.190045446808512
2019-03-21,9.335590829787234
2019-03-22,13.973475595744683
2019-03-23,4.773940723404255
2019-03-24,4.805016042553191
2019-03-25,8.138480024390244
2019-03-26,6.272548177777777
2019-03-27,7.309659085106382
2019-03-28,6.827170512765957
2019-03-29,9.772466333333332
2019-03-30,8.200321936170212
2019-03-31,3.785367936170213
2019-04-01,20.43398529787234
2019-04-02,12.390767272727272
2019-04-03,17.498581382978724
2019-04-04,16.338245872340426
2019-04-05,14.765958787234041
2019-04-06,15.719497127659574
2019-04-07,21.00963795744681
2019-04-08,18.26682385106383
2019-04-09,13.931803166666665
2019-04-10,14.657879297872341
2019-04-11,15.94259755319149
2019-04-12,17.81418095744681
2019-04-13,8.881895
2019-04-14,8.686677212765957
2019-04-15,14.027022234042553
2019-04-16,12.164829
2019-04-17,20.290402085106383
2019-04-18,14.062092234042552
2019-04-19,18.05466944680851
2019-04-20,27.85830914893617
2019-04-21,17.934590659574468
2019-04-22,10.65250789361702
2019-04-23,11.957255772727272
2019-04-24,15.177622000000001
2019-04-25,20.200146382978723
2019-04-26,23.43742028888889
2019-04-27,10.101343
2019-04-28,6.395594191489362
2019-04-29,17.357602191489363
2019-04-30,22.412362953488373
2019-05-01,4.255470553191489
2019-05-02,2.976227829787234
2019-05-03,6.96644325531915
2019-05-04,6.117856127659575
2019-05-05,6.494344382978724
2019-05-06,6.2221112
2019-05-07,6.051888688888889
2019-05-08,16.40727893617021
2019-05-09,17.809577276595743
2019-05-10,17.56309570212766
2019-05-11,3.9644213829787236
2019-05-12,3.525444297872341
2019-05-13,7.368129255319149
2019-05-14,17.951007763157893
2019-05-15,17.191512723404255
2019-05-16,13.82754055319149
2019-05-17,11.754603446808511
2019-05-18,12.547061085106382
2019-05-19,11.341521723404254
2019-05-20,15.978971170212766
2019-05-21,22.301543863636365
2019-05-22,12.492176936170212
2019-05-23,7.303377957446808
2019-05-24,8.58117744680851
2019-05-25,3.3827005744680854
2019-05-26,6.935032446808511
2019-05-27,6.005837446808511
2019-05-28,4.809447004545454
2019-05-29,6.781548791489362
2019-05-30,9.681672957446809
2019-05-31,9.617378234042553
2019-06-01,5.736740021276596
2019-06-02,9.493884617021276
2019-06-03,16.974489595744682
2019-06-04,15.596148636363637
2019-06-05,16.01602568085106
2019-06-06,15.500669361702128
2019-06-07,15.319935574468085
2019-06-08,9.880912638297872
2019-06-09,8.217942531914893
2019-06-10,12.638019234042552
2019-06-11,13.649597727272727
2019-06-12,13.686172744680851
2019-06-13,12.740667340425533
2019-06-14,18.352428382978722
2019-06-15,16.838143
2019-06-16,4.678102368085106
2019-06-17,11.259376340425533
2019-06-18,15.033514886363635
2019-06-19,20.387410787234042
2019-06-20,12.411212085106381
2019-06-21,5.431811446808511
2019-06-22,6.359417978723404
2019-06-23,11.856012893617022
2019-06-24,19.513571936170212
2019-06-25,18.362716818181816
2019-06-26,16.357784119148935
2019-06-27,2.4800449489361704
2019-06-28,9.620768404255319
2019-06-29,6.082432531914893
2019-06-30,8.70295285106383
2019-07-01,5.266145085106383
2019-07-02,2.0197103217391303
2019-07-03,1.850648629787234
2019-07-04,5.0330110702127655
2019-07-05,3.3740105765957447
2019-07-06,5.576240085106383
2019-07-07,1.7755899234042554
2019-07-08,3.266704463829787
2019-07-09,2.448270208888889
2019-07-10,3.1917999574468086
2019-07-11,13.174171468085106
2019-07-12,16.36743425531915
2019-07-13,14.121459446808512
2019-07-14,4.874490680851064
2019-07-15,6.450611170212766
2019-07-16,4.296105066666667
2019-07-17,9.909361382978723
2019-07-18,16.420086276595743
2019-07-19,12.82436059574468
2019-07-20,10.80250759574468
2019-07-21,4.585742170212766
2019-07-22,6.270550842105263
2019-07-23,6.872238972972973
2019-07-24,16.495913319148936
2019-07-25,14.372684893617022
2019-07-26,14.359850574468084
2019-07-27,6.010225957446808
2019-07-28,5.0237425625
2019-07-29,24.081602307692307
2019-07-30,11.613274
2019-07-31,14.941443968085107
2019-08-01,18.220156829787232
2019-08-02,9.600763361702128
2019-08-03,9.283451531914894
2019-08-04,9.090281659574469
2019-08-05,11.793820829787233
2019-08-06,9.824696577777779
2019-08-07,13.114688340425532
2019-08-08,10.832197957446807
2019-08-09,9.831294638297873
2019-08-10,7.576955340425531
2019-08-11,6.4762790212765955
2019-08-12,11.185917553191489
2019-08-13,12.561340000000001
2019-08-14,9.211936574468085
2019-08-15,15.503916021276597
2019-08-16,8.82429555319149
2019-08-17,10.74604429787234
2019-08-18,9.781709191489362
2019-08-19,11.518188936170212
2019-08-20,14.172916577777778
2019-08-21,9.666847212765957
2019-08-22,17.500601914893615
2019-08-23,13.60245229787234
2019-08-24,12.89893585106383
2019-08-25,15.37578844680851
2019-08-26,21.675261510638297
2019-08-27,24.467442478260867
2019-08-28,25.238434
2019-08-29,14.79524488
2019-08-30,17.21651593478261
2019-08-31,20.554519914893614
2019-09-01,6.410296595744682
2019-09-02,7.1800679999999995
2019-09-03,11.374195022222223
2019-09-04,14.19688955319149
2019-09-05,9.130581872340427
2019-09-06,11.871543630434783
2019-09-07,11.463507085106384
2019-09-08,20.52312589361702
2019-09-09,17.472246170212767
2019-09-10,8.531166875
2019-09-11,10.301689860465116
2019-09-12,9.39856229787234
2019-09-13,3.2479932765957447
2019-09-14,3.8975122297872336
2019-09-15,3.031393255319149
2019-09-16,2.767322861702128
2019-09-17,3.555442567567568
2019-09-18,9.647288851063829
2019-09-19,13.141297978723403
2019-09-20,9.150175042553192
2019-09-21,13.225727510638299
2019-09-22,17.82072839130435
2019-09-23,9.514024531914894
2019-09-24,18.197075088888887
2019-09-25,15.85824259574468
2019-09-26,15.567530744680852
2019-09-27,16.31082544680851
2019-09-28,11.663759680851063
2019-09-29,8.968016434782609
2019-09-30,6.3095965744680855
2019-10-01,12.967146787234043
2019-10-02,14.748526
2019-10-03,11.275982744680851
2019-10-04,13.920133638297871
2019-10-05,9.921163369565217
2019-10-06,10.893411
2019-10-07,17.00130689361702
2019-10-08,12.805000162162163
2019-10-09,7.7491773125
2019-10-10,10.171997234042554
2019-10-11,11.535104680851065
2019-10-12,6.249626021276596
2019-10-13,9.518918489361702
2019-10-14,6.616011234042553
2019-10-15,15.200719454545453
2019-10-16,11.003836268292682
2019-10-17,16.450313914893616
2019-10-18,12.781189595744681
2019-10-19,9.677640319148937
2019-10-20,14.210012659574467
2019-10-21,16.798247276595745
2019-10-22,11.662206928571427
2019-10-23,19.44764404255319
2019-10-24,14.79270414893617
2019-10-25,12.105730276595745
2019-10-26,7.028274638297873
2019-10-27,4.687362993617021
2019-10-28,12.369799282978725
2019-10-29,17.222169826086958
2019-10-30,20.92608748888889
2019-10-31,19.32047870212766
2019-11-01,18.493954297872342
2019-11-02,14.556294765957446
2019-11-03,19.906181651162793
2019-11-04,10.698820723404255
2019-11-05,12.472777155555557
2019-11-06,19.784729782608697
2019-11-07,21.88031780851064
2019-11-08,21.633479
2019-11-09,11.167528531914893
2019-11-10,11.151047680851065
2019-11-11,14.626435787234044
2019-11-12,13.983270195652173
2019-11-13,17.674981369565216
2019-11-14,22.01510480851064
2019-11-15,9.470909829787235
2019-11-16,9.672351893617021
2019-11-17,13.260614
2019-11-18,12.334671234042554
2019-11-19,13.930191727272728
2019-11-20,21.233686765957447
2019-11-21,16.4773334893617
2019-11-22,14.330921638297871
2019-11-23,7.570310553191489
2019-11-24,7.463126914893618
2019-11-25,14.253069340425533
2019-11-26,16.249470249999998
2019-11-27,16.608097234042553
2019-11-28,15.661778723404256
2019-11-29,7.058939111111112
2019-11-30,17.976617972972974
2019-12-01,13.06075174468085
2019-12-02,15.340513702127659
2019-12-03,19.71238195652174
2019-12-04,13.05989085106383
2019-12-05,15.57623114893617
2019-12-06,12.224752170212765
2019-12-07,6.324921957446808
2019-12-08,6.075681829787234
2019-12-09,8.355265787234043
2019-12-10,22.461457406666668
2019-12-11,17.571579
2019-12-12,19.253491108695652
2019-12-13,13.785988872340425
2019-12-14,10.76892825531915
2019-12-15,5.299305782608696
2019-12-16,17.423499829787236
2019-12-17,20.697968355555556
2019-12-18,12.770125744680852
2019-12-19,18.736891063829788
2019-12-20,17.406576170212766
2019-12-21,16.787918085106384
2019-12-22,11.461447978260868
2019-12-23,11.991126957446808
2019-12-24,10.726106957446808
2019-12-25,7.522247680851064
2019-12-26,5.9547582340425524
2019-12-27,10.581894510638298
2019-12-28,10.598698042553192
2019-12-29,10.204806369565217
2019-12-30,10.878725893617021
2019-12-31,4.29818330212766
2020-01-01,5.095604989361703
2020-01-02,8.834645170212765
2020-01-03,8.49043385106383
2020-01-04,2.903514482978723
2020-01-05,11.666735521739131
2020-01-06,13.600277723404254
2020-01-07,14.968691489361703
2020-01-08,12.286718212765958
2020-01-09,18.52891040425532
2020-01-10,15.017610936170213
2020-01-11,9.245846063829786
2020-01-12,7.731660717391304
2020-01-13,14.587195714285716
2020-01-14,12.730626042553192
2020-01-15,8.854200787234044
2020-01-16,12.503289510638298
2020-01-17,16.351498042553192
2020-01-18,7.763640765957447
2020-01-19,8.097293957446809
2020-01-20,11.48975325531915
2020-01-21,5.235679413953489
2020-01-22,9.899422187234043
2020-01-23,11.50210685106383
2020-01-24,8.39956
2020-01-25,8.736810468085107
2020-01-26,12.13091359574468
2020-01-27,15.16889359574468
2020-01-28,16.897900326086955
2020-01-29,10.960156765957448
2020-01-30,11.56391514893617
2020-01-31,8.84376689361702
2020-02-01,6.044713829787233
2020-02-02,3.872266529787234
2020-02-03,17.36656480851064
2020-02-04,5.715292152173913
2020-02-05,9.07161659787234
2020-02-06,4.997511829787234
2020-02-07,14.123054063829787
2020-02-08,8.846331468085106
2020-02-09,7.003012319148936
2020-02-10,5.766533510638297
2020-02-11,7.495066384782609
2020-02-12,6.241972453191489
2020-02-13,12.791340776086958
2020-02-14,20.474739152173914
2020-02-15,9.79107685106383
2020-02-16,6.132557425531916
2020-02-17,5.389786355319149
2020-02-18,6.887076914893616
2020-02-19,9.077869978723404
2020-02-20,11.92003689361702
2020-02-21,6.6155053244444435
2020-02-22,4.044594369565218
2020-02-23,4.051894131914894
2020-02-24,8.47689929787234
2020-02-25,7.055003152173913
2020-02-26,13.279971312765957
2020-02-27,20.93763385106383
2020-02-28,11.85914244680851
2020-02-29,8.811652531914893
2020-03-01,8.06764795652174
2020-03-02,19.515782510638296
2020-03-03,18.757650531914894
2020-03-04,9.35384085106383
2020-03-05,13.103343124999999
2020-03-06,
2020-03-07,
2020-03-08,
2020-03-09,
2020-03-10,
2020-03-11,8.411765105263159
2020-03-12,4.8105796170212765
2020-03-13,5.966346456521739
2020-03-14,9.115647106382978
2020-03-15,6.309459170212766
2020-03-16,8.605968765957446
2020-03-17,8.22167585106383
2020-03-18,7.334942255319149
2020-03-19,5.750996914893617
2020-03-20,5.174262
2020-03-21,4.973280404255319
2020-03-22,6.183172510638298
2020-03-23,10.078708382978723
2020-03-24,9.85912085106383
2020-03-25,12.532906829787233
2020-03-26,18.355289765957448
2020-03-27,17.29204539130435
2020-03-28,7.178646085106383
2020-03-29,3.419909553191489
2020-03-30,8.15557055319149
2020-03-31,7.951200733333334
2020-04-01,4.854533212765958
2020-04-02,4.679415338297873
2020-04-03,2.5047177872340427
2020-04-04,8.296290659574469
2020-04-05,8.097795531914894
2020-04-06,13.855703212765958
2020-04-07,7.37759914893617
2020-04-08,16.538704260869565
2020-04-09,3.8460261063829786
2020-04-10,5.3739231489361705
2020-04-11,8.544538574468085
2020-04-12,4.428554529787234
2020-04-13,2.1030223127659577
2020-04-14,3.907238010638298
2020-04-15,3.032247302173913
2020-04-16,3.7510674680851066
2020-04-17,11.087598638297871
2020-04-18,8.451893042553191
2020-04-19,8.04706214893617
2020-04-20,14.187665425531916
2020-04-21,17.282261468085107
2020-04-22,18.907672829787234
2020-04-23,19.21127625531915
2020-04-24,6.1865483404255315
2020-04-25,3.245327212765958
2020-04-26,4.897236152173913
2020-04-27,14.104580297872339
2020-04-28,7.175692914893617
2020-04-29,11.428319936170213
2020-04-30,16.53782714893617
2020-05-01,15.67293844680851
2020-05-02,7.963859404255319
2020-05-03,3.2880706304347824
2020-05-04,5.328376936170213
2020-05-05,7.316577744680851
2020-05-06,3.9183258085106383
2020-05-07,4.35130204680851
2020-05-08,4.146973876595745
2020-05-09,10.626660531914894
2020-05-10,7.0969745217391305
2020-05-11,4.884021323404256
2020-05-12,5.8545567021276606
2020-05-13,9.049081727659575
2020-05-14,4.8604465531914895
2020-05-15,4.908026170212766
2020-05-16,2.733925553191489
2020-05-17,2.836840360869565
2020-05-18,7.81020804893617
2020-05-19,4.85146855319149
2020-05-20,15.52305870212766
2020-05-21,11.729494021276595
2020-05-22,8.127269319148935
2020-05-23,6.669903468085106
2020-05-24,3.8812513260869568
2020-05-25,8.27179609787234
2020-05-26,16.324722085106384
2020-05-27,5.864577723404255
2020-05-28,8.29229540425532
2020-05-29,12.136711425531916
2020-05-30,10.591777319148937
2020-05-31,7.82007347826087
2020-06-01,8.781027510638298
2020-06-02,7.704627809523809
2020-06-03,12.171610577777779
2020-06-04,9.002577574468086
2020-06-05,7.540086319148936
2020-06-06,6.201301531914893
2020-06-07,9.411687695652175
2020-06-08,14.41737789361702
2020-06-09,12.459858170212765
2020-06-10,13.872342914893618
2020-06-11,11.069719531914895
2020-06-12,11.022296680851065
2020-06-13,6.716503978723404
2020-06-14,6.21494747826087
2020-06-15,10.925893872340426
2020-06-16,8.267015319148936
2020-06-17,15.662567042553192
2020-06-18,15.721820212765959
2020-06-19,15.610386489361703
2020-06-20,3.980748872340426
2020-06-21,3.0387974565217393
2020-06-22,4.800081765957447
2020-06-23,5.792287085106382
2020-06-24,15.348284638297873
2020-06-25,20.542239446808512
2020-06-26,15.156512739130434
2020-06-27,10.808137127659574
2020-06-28,7.221810319148937
2020-06-29,10.297151148936171
2020-06-30,5.637754978723405
2020-07-01,8.450402456521738
2020-07-02,5.361901212765957
2020-07-03,6.371382934782609
2020-07-04,5.826322170212765
2020-07-05,3.0405735531914897
2020-07-06,3.730775276595745
2020-07-07,4.5865763510638295
2020-07-08,4.491932404255319
2020-07-09,9.81617459574468
2020-07-10,16.946293434782607
2020-07-11,2.4489532489361703
2020-07-12,2.1254962489361704
2020-07-13,4.916258195744681
2020-07-14,14.388471044444444
2020-07-15,9.973405808510638
2020-07-16,4.722562483870968
2020-07-17,9.908349456521739
2020-07-18,13.133792425531913
2020-07-19,10.445023765957446
2020-07-20,2.9697578085106384
2020-07-21,3.0029663191489364
2020-07-22,2.4077847489361703
2020-07-23,4.3068714893617015
2020-07-24,6.310892065217391
2020-07-25,6.825371659574468
2020-07-26,7.709676914893617
2020-07-27,8.432277872340425
2020-07-28,5.694635659574468
2020-07-29,4.377514
2020-07-30,3.690274604255319
2020-07-31,8.610440547826087
2020-08-01,10.648744723404254
2020-08-02,5.547339617021277
2020-08-03,4.584407297872341
2020-08-04,5.046057216216216
2020-08-05,16.78511770212766
2020-08-06,19.860675574468086
2020-08-07,19.220088673913043
2020-08-08,12.466049468085107
2020-08-09,11.024788957446809
2020-08-10,15.048235978723405
2020-08-11,11.965881170212766
2020-08-12,11.297984276595745
2020-08-13,15.89842759574468
2020-08-14,23.359804152173915
2020-08-15,21.237823191489362
2020-08-16,20.610060978723403
2020-08-17,25.944932103448277
2020-08-18,18.95046337837838
2020-08-19,15.16681255319149
