Weekday,Date,Hour,NO2_ppb,NOx_ppb,temp_dry,Humidity,Wind_speed,Pressure,Visibility,Wind_dir
Thursday,2020-04-02,6,3.591098,3.818276,5.733333333333333,86.5,7.033333333333334,1005.0166666666668,26833.33333333333,238.0
Thursday,2020-04-02,7,2.860232,3.263759,6.483333333333333,78.5,7.533333333333334,1004.65,27833.33333333333,249.0
Thursday,2020-04-02,8,2.029242,2.1889925000000003,7.166666666666667,73.16666666666667,6.7,1004.0,25500.0,255.0
Thursday,2020-04-02,9,2.0191915,2.500519,7.866666666666667,68.66666666666667,7.533333333333334,1003.3833333333332,33333.333333333336,253.0
Thursday,2020-04-02,10,1.764514,1.9916925,8.25,71.83333333333333,7.116666666666667,1002.5166666666668,39166.66666666666,240.0
Thursday,2020-04-02,11,1.365311,1.659917,8.366666666666667,73.66666666666667,7.533333333333334,1001.3,39166.66666666666,223.0
Thursday,2020-04-02,12,1.5473655000000002,1.6604365,8.9,68.66666666666667,10.55,1000.0833333333334,36666.66666666666,223.0
Thursday,2020-04-02,13,1.8171505,1.7331255,8.966666666666667,67.16666666666667,10.383333333333336,999.0666666666666,35000.0,224.0
Thursday,2020-04-02,14,1.765262,1.712357,8.866666666666667,64.33333333333333,10.883333333333336,998.2833333333332,36666.66666666666,228.0
Thursday,2020-04-02,15,1.5006635,1.639668,8.533333333333333,65.66666666666667,10.383333333333336,997.6333333333332,36666.66666666666,230.0
Thursday,2020-04-02,16,1.444632,1.62513,8.15,66.83333333333333,10.383333333333336,996.7666666666668,34166.666666666664,241.0
Thursday,2020-04-02,17,0.9367566,1.03322955,7.083333333333333,79.5,10.716666666666669,996.0833333333334,26166.666666666668,228.0
Thursday,2020-04-02,18,1.1131859,1.1111111,6.283333333333334,77.16666666666667,9.883333333333336,996.35,32666.666666666668,255.0
Thursday,2020-04-02,19,1.149152,0.9657319,5.7,74.5,10.216666666666669,996.4,26833.33333333333,255.0
Thursday,2020-04-02,20,0.8846125,0.82554515,4.9,62.833333333333336,9.633333333333336,996.5166666666668,27166.666666666668,254.0
Thursday,2020-04-02,21,0.47575415,0.55140185,4.2,62.333333333333336,9.966666666666669,996.5166666666668,24666.666666666668,259.0
Thursday,2020-04-02,22,0.19022054,0.28141227,4.083333333333333,64.5,10.633333333333336,996.4333333333334,24666.666666666668,251.0
Thursday,2020-04-02,23,0.2421416499999999,0.33333335,4.316666666666666,66.0,10.55,996.6166666666668,24666.666666666668,256.0
Friday,2020-04-03,0,0.1901022,0.224299045,4.366666666666667,71.83333333333333,10.55,996.75,29333.33333333333,264.0
Friday,2020-04-03,1,0.4502403,0.2409138,4.116666666666666,73.16666666666667,10.466666666666669,997.05,30000.0,266.0
Friday,2020-04-03,2,0.27432195,0.3603323,4.133333333333334,71.83333333333333,9.8,997.7,29666.666666666668,262.0
Friday,2020-04-03,3,0.113022215,0.0332294999999999,3.716666666666667,73.66666666666667,9.633333333333336,998.6,29500.0,264.0
Friday,2020-04-03,4,0.9492239,0.5005192,3.35,76.16666666666667,9.033333333333331,999.5833333333334,30000.0,260.0
Friday,2020-04-03,5,2.373325,2.6292835,3.45,74.5,8.483333333333333,1000.55,32500.0,265.0
Friday,2020-04-03,6,2.166668,2.4174455,4.366666666666666,68.5,9.383333333333336,1001.4666666666668,30000.0,264.0
Friday,2020-04-03,7,1.372986,1.965732,5.2,62.16666666666666,9.966666666666669,1002.3166666666666,31666.666666666668,272.0
Friday,2020-04-03,8,1.0661352000000002,1.4101765,5.933333333333334,55.66666666666666,10.966666666666669,1003.0833333333334,35000.0,272.0
Friday,2020-04-03,9,0.6666440499999999,1.155763,6.3,51.333333333333336,11.583333333333334,1004.0833333333334,37500.0,271.0
Friday,2020-04-03,10,0.6141095999999999,0.8078922,6.733333333333333,49.5,11.133333333333336,1005.1166666666668,41666.66666666666,271.0
Friday,2020-04-03,11,0.62081355,1.042575,7.35,45.16666666666666,11.550000000000002,1005.8166666666666,48333.333333333336,275.0
Friday,2020-04-03,12,0.5846733500000001,1.1048805000000002,7.616666666666667,45.0,10.633333333333336,1006.6833333333334,52500.0,274.0
Friday,2020-04-03,13,0.6780021,1.13603305,7.566666666666667,47.66666666666666,10.800000000000002,1007.5166666666668,50000.0,286.0
Friday,2020-04-03,14,0.42967575,1.0685357,7.283333333333334,43.333333333333336,11.483333333333334,1008.3833333333332,60000.0,278.0
Friday,2020-04-03,15,0.4084702,0.6737552,7.383333333333333,42.66666666666666,10.133333333333336,1009.1833333333334,58333.333333333336,279.0
Friday,2020-04-03,16,0.5852944,0.8091287500000001,6.566666666666666,46.16666666666666,9.366666666666667,1010.3,57500.0,279.0
Friday,2020-04-03,17,0.3985132999999999,0.5653527,6.066666666666666,49.833333333333336,7.466666666666668,1011.0,50000.0,284.0
Friday,2020-04-03,18,0.7561284,0.6639004,5.316666666666666,55.66666666666666,6.533333333333334,1012.1333333333332,45000.0,284.0
Friday,2020-04-03,19,1.46156,1.40560185,4.266666666666667,64.83333333333333,4.516666666666667,1013.1166666666668,43333.333333333336,271.0
Friday,2020-04-03,20,2.0228230000000003,2.023859,3.8333333333333335,68.5,4.516666666666667,1013.7,47500.0,253.0
Friday,2020-04-03,21,2.9511225000000003,2.8329875,3.8166666666666655,66.66666666666667,5.133333333333333,1014.3833333333332,50000.0,260.0
Friday,2020-04-03,22,1.218951,1.2873443,2.8000000000000003,67.33333333333333,4.433333333333333,1015.2166666666668,49166.66666666666,262.0
Friday,2020-04-03,23,2.147417,2.257261,1.6833333333333331,78.5,3.766666666666667,1015.9333333333334,35000.0,255.0
Saturday,2020-04-04,0,2.9097685,2.9263485,1.6833333333333336,83.5,4.1,1016.4666666666668,29833.33333333333,248.0
Saturday,2020-04-04,1,2.460855,2.7251035000000003,1.8833333333333333,87.5,4.266666666666667,1017.0166666666668,27500.0,253.0
Saturday,2020-04-04,2,2.7355635,2.8184645,1.3,90.0,4.35,1017.5333333333332,26500.0,255.0
Saturday,2020-04-04,3,3.1919305,3.202282,0.9,91.16666666666669,4.433333333333333,1018.2333333333332,25666.666666666668,248.0
Saturday,2020-04-04,4,3.7727785,3.7520745,0.9333333333333332,93.33333333333331,4.266666666666667,1018.9166666666666,23000.0,249.0
Saturday,2020-04-04,5,4.256428,4.354772,1.5333333333333332,93.33333333333331,3.85,1019.5833333333334,23000.0,248.0
Saturday,2020-04-04,6,7.0588795,7.9387965,3.45,88.16666666666667,4.433333333333333,1020.4666666666668,30166.666666666668,247.0
Saturday,2020-04-04,7,3.609688,4.479253,4.9,79.66666666666667,4.85,1021.2166666666668,39166.66666666666,250.0
Saturday,2020-04-04,8,1.887503,2.6639,6.183333333333334,67.83333333333333,4.1,1021.9666666666668,45833.333333333336,262.0
Saturday,2020-04-04,9,0.64709245,1.04564305,7.633333333333333,60.0,4.516666666666667,1022.45,49166.66666666666,221.0
Saturday,2020-04-04,10,0.430019,0.69917015,8.549999999999999,54.833333333333336,3.85,1022.8,51666.66666666666,211.0
Saturday,2020-04-04,11,0.46659665,0.61618255,8.75,56.5,3.6,1023.15,52500.0,219.0
Saturday,2020-04-04,12,0.40510985,0.6680498500000001,8.683333333333334,60.16666666666666,3.85,1023.3166666666666,47500.0,159.0
Saturday,2020-04-04,13,0.96620985,1.6794605,9.433333333333334,59.333333333333336,4.1,1023.6,49166.66666666666,166.0
Saturday,2020-04-04,14,1.193524,1.471992,9.45,57.333333333333336,6.783333333333334,1024.05,49166.66666666666,226.0
Saturday,2020-04-04,15,1.0600608,1.509336,8.766666666666667,57.66666666666666,5.483333333333333,1024.2833333333333,53333.333333333336,224.0
Saturday,2020-04-04,16,1.8170215,2.121369,7.8,70.33333333333333,4.266666666666667,1024.5833333333333,40000.0,218.0
Saturday,2020-04-04,17,2.542572,2.5622405,7.333333333333333,76.5,3.6,1025.1,34166.666666666664,214.0
Saturday,2020-04-04,18,2.6047585,2.598548,5.633333333333333,84.0,3.1,1025.7666666666669,26833.33333333333,211.0
Saturday,2020-04-04,19,4.8981845,5.0731325,5.2,86.83333333333333,2.6833333333333336,1026.3,20500.0,189.0
Saturday,2020-04-04,20,4.9348815,5.047718,4.8500000000000005,89.5,2.9333333333333336,1026.55,21000.0,194.0
Saturday,2020-04-04,21,4.675524,4.7780085,5.116666666666666,87.5,3.4333333333333336,1026.8666666666666,23166.666666666668,191.0
Saturday,2020-04-04,22,4.546416,4.669086999999999,3.95,91.83333333333331,3.016666666666667,1027.5,16166.666666666666,193.0
Saturday,2020-04-04,23,4.6195265,4.731328,3.8166666666666655,91.83333333333331,3.266666666666667,1028.0,16166.666666666666,218.0
Sunday,2020-04-05,0,4.833078,4.753368,3.583333333333333,91.66666666666669,3.1833333333333336,1028.1166666666666,15166.666666666666,221.0
Sunday,2020-04-05,1,5.7138055,5.5357515,3.316666666666667,91.5,2.4166666666666665,1028.45,16666.666666666668,216.0
Sunday,2020-04-05,2,5.221856,5.312953,2.966666666666667,92.66666666666669,1.1666666666666667,1028.85,12333.333333333334,231.0
Sunday,2020-04-05,3,7.10792,7.2507775,2.783333333333333,93.66666666666669,1.55,1029.2,12666.666666666666,170.0
Sunday,2020-04-05,4,7.149392,7.3129535,2.783333333333333,94.33333333333331,0.8333333333333334,1029.7166666666667,16333.333333333334,216.0
Sunday,2020-04-05,5,7.8297855,8.573056999999999,3.1833333333333336,93.0,1.1666666666666667,1030.2833333333333,15500.0,172.0
Sunday,2020-04-05,6,11.40261,14.92539,7.433333333333334,83.16666666666667,2.4333333333333336,1030.85,23166.666666666668,188.0
Sunday,2020-04-05,7,5.171696,5.858031,8.416666666666666,72.16666666666667,2.266666666666667,1031.1833333333334,29166.666666666668,190.0
Sunday,2020-04-05,8,4.130733,5.2880825,9.016666666666667,68.16666666666667,3.016666666666667,1031.5166666666669,44166.66666666666,158.0
Sunday,2020-04-05,9,4.334782,5.9,9.866666666666667,61.833333333333336,3.35,1031.5166666666669,45833.333333333336,164.0
Sunday,2020-04-05,10,7.5046205,10.9782365,10.05,59.0,4.266666666666667,1031.2,51666.66666666666,156.0
Sunday,2020-04-05,11,4.129944,5.827979,10.3,55.333333333333336,4.6,1031.0,48333.333333333336,161.0
Sunday,2020-04-05,12,3.49147,4.6259065,11.1,47.333333333333336,5.3,1030.7,42500.0,140.0
Sunday,2020-04-05,13,4.2125135,5.750259,11.7,45.5,4.866666666666666,1030.2333333333331,45000.0,140.0
Sunday,2020-04-05,14,1.801637,2.341451,11.683333333333332,45.5,5.4,1029.7,51666.66666666666,124.0
Sunday,2020-04-05,15,1.7246815,2.3834195,11.083333333333334,49.0,5.8500000000000005,1028.8333333333333,49166.66666666666,120.0
Sunday,2020-04-05,16,2.3567415,2.984456,10.4,51.833333333333336,6.183333333333334,1028.2333333333331,45833.333333333336,123.0
Sunday,2020-04-05,17,3.4752375000000004,3.777202,9.383333333333333,57.0,5.233333333333333,1027.9333333333332,45000.0,126.0
Sunday,2020-04-05,18,2.469745,2.6217615,8.45,60.833333333333336,5.216666666666666,1027.75,44166.66666666666,121.0
Sunday,2020-04-05,19,3.4042515,3.7056995,7.783333333333334,66.33333333333333,5.7,1027.6333333333332,40833.333333333336,118.0
Sunday,2020-04-05,20,2.855096,2.93886,7.716666666666666,70.0,5.8500000000000005,1027.35,40000.0,122.0
Sunday,2020-04-05,21,2.373188,2.4362695,7.3,72.16666666666667,4.35,1027.0166666666669,37500.0,116.0
Sunday,2020-04-05,22,3.9226035,4.0787565,6.766666666666667,76.66666666666667,4.1,1026.7833333333333,35833.333333333336,111.0
Sunday,2020-04-05,23,4.9073845,4.970466500000001,6.883333333333333,76.0,4.1,1026.35,35000.0,110.0
Monday,2020-04-06,0,3.0940565,2.976166,6.883333333333333,76.16666666666667,5.016666666666667,1025.75,36666.66666666666,122.0
Monday,2020-04-06,1,3.938766,3.8932645,7.15,72.0,4.6,1025.4,38333.333333333336,127.0
Monday,2020-04-06,2,4.089357,4.2041450000000005,7.433333333333334,68.16666666666667,4.85,1025.0,35833.333333333336,129.0
Monday,2020-04-06,3,3.851197,4.053886,6.816666666666666,73.0,5.3,1024.6666666666667,35000.0,125.0
Monday,2020-04-06,4,5.892538,5.541969,6.783333333333334,72.33333333333333,5.5,1024.15,35000.0,127.0
Monday,2020-04-06,5,7.613612999999999,7.681865500000001,7.0,73.16666666666667,5.3,1024.0,30833.33333333333,126.0
Monday,2020-04-06,6,8.0205175,8.9202075,7.783333333333334,70.16666666666667,5.683333333333334,1023.8333333333334,29166.666666666668,126.0
Monday,2020-04-06,7,5.725384,6.7233160000000005,8.6,66.66666666666667,5.783333333333334,1023.7666666666668,28500.0,125.0
Monday,2020-04-06,8,4.4688065,5.6166865,9.1,66.16666666666667,6.116666666666667,1023.6166666666668,25666.666666666668,125.0
Monday,2020-04-06,9,4.5554845,6.153209,9.883333333333336,62.0,5.783333333333334,1023.6333333333332,26833.33333333333,132.0
Monday,2020-04-06,10,4.3224795,5.8374745,10.716666666666669,57.16666666666666,6.116666666666667,1023.15,26666.666666666668,128.0
Monday,2020-04-06,11,3.654205,4.615942,11.1,55.5,6.7,1022.85,26166.666666666668,119.0
Monday,2020-04-06,12,3.224245,3.8447205,11.216666666666669,55.5,6.366666666666667,1022.9,24833.33333333333,133.0
Monday,2020-04-06,13,3.4526130000000004,4.176501,11.966666666666669,52.16666666666666,5.566666666666666,1022.8666666666668,26166.666666666668,126.0
Monday,2020-04-06,14,3.427165,4.068323,12.133333333333333,51.333333333333336,5.016666666666667,1022.3333333333334,27833.33333333333,126.0
Monday,2020-04-06,15,3.561408,3.8819875,12.733333333333334,51.0,4.6,1021.8,26500.0,125.0
Monday,2020-04-06,16,4.3431745,4.8498965,12.233333333333334,53.66666666666666,3.516666666666667,1021.4166666666666,24166.666666666668,126.0
Monday,2020-04-06,17,4.866732,5.1294,11.25,59.16666666666666,3.266666666666667,1021.3666666666668,23666.666666666668,138.0
Monday,2020-04-06,18,12.160205,12.2883,9.65,67.33333333333333,3.266666666666667,1021.4,23666.666666666668,143.0
Monday,2020-04-06,19,11.73587,11.662525,9.566666666666668,68.66666666666667,3.1,1021.6166666666668,22666.666666666668,154.0
Monday,2020-04-06,20,14.77514,15.16667,9.716666666666669,68.5,3.85,1021.5166666666668,27000.0,150.0
Monday,2020-04-06,21,13.542645,13.639755,8.433333333333334,76.0,2.4,1021.4166666666666,23333.33333333333,152.0
Monday,2020-04-06,22,13.67754,13.929605,7.3,82.66666666666667,1.6,1021.3666666666668,17166.666666666668,154.0
Monday,2020-04-06,23,14.89489,15.126295,6.766666666666667,84.66666666666667,1.8833333333333333,1021.3666666666668,13833.333333333334,138.0
Tuesday,2020-04-07,0,13.139815,13.169775,6.066666666666666,85.0,2.516666666666667,1021.3333333333334,19666.666666666668,152.0
Tuesday,2020-04-07,1,10.4228,10.63354,6.2,82.66666666666667,3.6,1021.85,21333.33333333333,209.0
Tuesday,2020-04-07,2,7.948388,8.0196685,7.25,78.16666666666667,3.6,1022.2166666666668,17833.333333333332,251.0
Tuesday,2020-04-07,3,9.362572,9.4849905,8.833333333333334,76.0,4.35,1023.0,17333.333333333332,269.0
Tuesday,2020-04-07,4,6.1337715,6.2453415,9.6,80.83333333333333,5.4,1024.0,13166.666666666666,279.0
Tuesday,2020-04-07,5,6.662,6.907867,9.35,83.33333333333333,4.766666666666667,1025.3,14500.0,283.0
Tuesday,2020-04-07,6,6.460286,6.778468,9.966666666666669,80.16666666666667,4.866666666666666,1026.3666666666666,19166.666666666668,284.0
Tuesday,2020-04-07,7,4.028237000000001,4.666667,11.216666666666669,69.0,6.366666666666667,1027.3333333333333,31333.33333333333,288.0
Tuesday,2020-04-07,8,2.4863435,3.140269,12.75,53.333333333333336,6.616666666666667,1028.1666666666667,40833.333333333336,285.0
Tuesday,2020-04-07,9,1.6066335,2.110766,13.533333333333331,48.0,6.95,1028.7166666666667,46666.66666666666,285.0
Tuesday,2020-04-07,10,1.332371,1.8674945,13.983333333333334,50.833333333333336,7.2,1029.2333333333331,45000.0,291.0
Tuesday,2020-04-07,11,1.3735970000000002,1.820911,14.116666666666667,52.5,6.783333333333334,1029.95,42500.0,296.0
Tuesday,2020-04-07,12,1.5809995,2.2039335,14.616666666666667,45.333333333333336,7.366666666666667,1030.5833333333333,47500.0,295.0
Tuesday,2020-04-07,13,1.1677745000000002,1.7028985,14.85,37.66666666666666,7.033333333333334,1031.0666666666666,52500.0,294.0
Tuesday,2020-04-07,14,1.16359935,1.6821945,14.95,40.16666666666666,6.016666666666667,1031.2666666666669,50833.333333333336,297.0
Tuesday,2020-04-07,15,0.7074606999999999,0.9109731,14.516666666666666,42.5,5.5,1031.6,47500.0,289.0
Tuesday,2020-04-07,16,0.723117,0.9886126,13.883333333333333,44.16666666666666,4.516666666666667,1031.9833333333331,45833.333333333336,300.0
Tuesday,2020-04-07,17,1.095275,1.09734115,10.9,59.0,2.5,1032.0666666666666,45000.0,303.0
Tuesday,2020-04-07,18,2.414235,2.9793175,9.35,63.16666666666666,1.2666666666666666,1032.3666666666666,43333.333333333336,48.0
Tuesday,2020-04-07,19,6.271494000000001,6.805584,7.666666666666667,70.0,1.6,1032.7,42500.0,58.0
Tuesday,2020-04-07,20,12.9778,13.50672,7.816666666666666,70.66666666666667,2.1666666666666665,1032.85,41666.66666666666,44.0
Tuesday,2020-04-07,21,19.9545,21.95553,7.283333333333334,69.33333333333333,1.2666666666666666,1032.8833333333334,40833.333333333336,40.0
Tuesday,2020-04-07,22,21.82205,34.24664,6.266666666666667,72.5,0.6,1033.0333333333333,40000.0,0.0
Tuesday,2020-04-07,23,17.779519999999998,20.57601,4.416666666666667,80.0,0.9166666666666666,1033.0333333333333,35000.0,180.0
Wednesday,2020-04-08,0,17.833765,22.587380000000003,4.583333333333333,83.0,0.75,1032.6666666666667,34166.666666666664,153.0
Wednesday,2020-04-08,1,16.973705000000002,25.374355,4.616666666666666,85.16666666666667,0.5,1032.2,31666.666666666668,193.0
Wednesday,2020-04-08,2,15.314365,24.309205,4.283333333333333,85.5,0.5,1031.8666666666668,31666.666666666668,0.0
Wednesday,2020-04-08,3,13.816285,20.489145,3.633333333333333,87.16666666666667,1.0,1031.45,34166.666666666664,170.0
Wednesday,2020-04-08,4,12.53752,25.928645000000003,5.233333333333333,81.83333333333333,2.6,1031.05,38333.333333333336,134.0
Wednesday,2020-04-08,5,16.546095,35.582215,7.25,73.66666666666667,2.766666666666667,1030.6333333333332,38333.333333333336,146.0
Wednesday,2020-04-08,6,25.62236,38.03309,8.766666666666666,70.5,3.516666666666667,1030.5333333333333,43333.333333333336,149.0
Wednesday,2020-04-08,7,16.10082,22.097725,9.9,65.5,4.1,1030.2,40833.333333333336,153.0
Wednesday,2020-04-08,8,12.159405,17.232680000000002,10.216666666666669,66.66666666666667,4.683333333333333,1029.8833333333334,38333.333333333336,157.0
Wednesday,2020-04-08,9,8.8898285,13.122025,10.416666666666666,68.33333333333333,4.683333333333333,1029.4,36666.66666666666,162.0
Wednesday,2020-04-08,10,7.607063999999999,11.6225445,10.866666666666667,65.16666666666667,4.95,1028.5666666666666,34000.0,161.0
Wednesday,2020-04-08,11,7.0331955,10.583245,11.7,56.5,4.683333333333333,1027.55,40000.0,153.0
Wednesday,2020-04-08,12,5.635593500000001,8.1949325,12.083333333333334,52.66666666666666,4.766666666666667,1026.5,43333.333333333336,154.0
Wednesday,2020-04-08,13,5.27375,7.6318515,12.4,49.5,5.116666666666666,1025.4,43333.333333333336,139.0
Wednesday,2020-04-08,14,4.5171625,6.06515,12.033333333333331,52.16666666666666,5.683333333333334,1024.25,43333.333333333336,141.0
Wednesday,2020-04-08,15,3.9727945,4.819028,11.716666666666669,52.66666666666666,5.683333333333334,1023.15,47500.0,139.0
Wednesday,2020-04-08,16,6.1507725,7.549120999999999,10.833333333333334,54.66666666666666,4.7,1022.3166666666666,50000.0,138.0
Wednesday,2020-04-08,17,10.91978,12.632885,9.65,63.0,3.266666666666667,1021.4833333333332,45833.333333333336,135.0
Wednesday,2020-04-08,18,12.220495,12.829365,8.566666666666666,68.83333333333333,3.016666666666667,1020.85,44166.66666666666,141.0
Wednesday,2020-04-08,19,12.927779999999998,13.01034,7.916666666666667,75.33333333333333,2.65,1020.45,44166.66666666666,152.0
Wednesday,2020-04-08,20,12.27142,12.50362,6.583333333333333,85.5,1.1666666666666667,1020.0833333333334,35000.0,171.0
Wednesday,2020-04-08,21,12.017805,12.126165,5.9,89.33333333333333,1.0,1019.7166666666668,27333.33333333333,233.0
Wednesday,2020-04-08,22,12.536975,12.66494,6.366666666666667,88.66666666666667,2.316666666666667,1019.3666666666668,23666.666666666668,232.0
Wednesday,2020-04-08,23,10.913495,11.0879,7.833333333333333,80.66666666666667,2.85,1019.2833333333332,24500.0,263.0
Thursday,2020-04-09,0,8.715197,8.512927000000001,8.633333333333333,76.83333333333333,3.1833333333333336,1019.0,24500.0,281.0
Thursday,2020-04-09,1,3.4316875,3.652534,7.066666666666666,81.5,3.1,1018.8666666666668,20333.33333333333,272.0
Thursday,2020-04-09,2,3.175273,3.3393595,6.8500000000000005,82.66666666666667,3.266666666666667,1018.6666666666666,20166.666666666668,263.0
Thursday,2020-04-09,3,3.2686635,3.3347105,6.55,84.16666666666667,3.35,1018.65,20166.666666666668,261.0
Thursday,2020-04-09,4,3.025969,3.164256,7.366666666666667,82.66666666666667,4.7,1018.8833333333332,21666.666666666668,284.0
Thursday,2020-04-09,5,2.551072,2.988636,7.75,83.83333333333333,5.833333333333333,1019.3833333333332,22333.33333333333,287.0
Thursday,2020-04-09,6,1.8997495,1.857438,8.25,80.16666666666667,6.033333333333334,1019.95,28500.0,294.0
Thursday,2020-04-09,7,1.642529,1.610537,8.9,70.83333333333333,6.783333333333334,1020.35,40833.333333333336,300.0
Thursday,2020-04-09,8,1.1371825,1.429752,9.566666666666666,64.0,6.783333333333334,1020.9166666666666,39166.66666666666,305.0
Thursday,2020-04-09,9,1.1382975,1.57438,10.366666666666667,50.66666666666666,6.783333333333334,1021.5333333333332,50000.0,308.0
Thursday,2020-04-09,10,0.6373818,1.13016545,10.866666666666667,44.66666666666666,7.033333333333334,1022.0333333333332,55000.0,307.0
Thursday,2020-04-09,11,0.6778521,0.75826445,11.05,42.833333333333336,7.283333333333334,1022.4833333333332,55000.0,312.0
Thursday,2020-04-09,12,0.38518785,0.81611565,11.35,43.333333333333336,7.949999999999999,1022.7166666666668,55000.0,294.0
Thursday,2020-04-09,13,0.26594955,0.4855372,11.45,40.16666666666666,8.049999999999999,1022.7333333333332,56666.66666666666,304.0
Thursday,2020-04-09,14,0.39500725,0.5785123999999999,11.55,41.833333333333336,7.45,1022.7666666666668,55833.333333333336,309.0
Thursday,2020-04-09,15,0.41550865,0.5216942,11.45,44.833333333333336,7.2,1022.9,51666.66666666666,290.0
Thursday,2020-04-09,16,0.59200715,0.8734502,10.516666666666667,48.16666666666666,6.166666666666667,1023.0833333333334,48333.333333333336,288.0
Thursday,2020-04-09,17,0.8044283000000001,1.147727,9.016666666666667,51.333333333333336,5.75,1023.6333333333332,50000.0,311.0
Thursday,2020-04-09,18,1.2479614,1.261364,7.716666666666668,54.333333333333336,3.766666666666667,1024.2,50000.0,304.0
Thursday,2020-04-09,19,2.183782,2.1342975,6.816666666666666,59.66666666666666,2.6,1024.8,55833.333333333336,313.0
Thursday,2020-04-09,20,4.601223,4.5929755,5.733333333333333,61.0,1.6,1025.2,60000.0,284.0
Thursday,2020-04-09,21,6.7098105,6.7582640000000005,4.633333333333334,69.5,1.5,1025.2833333333333,45000.0,274.0
Thursday,2020-04-09,22,9.49388,9.5320245,3.733333333333333,73.83333333333333,1.9833333333333332,1025.45,45000.0,287.0
Thursday,2020-04-09,23,7.562126,7.631197999999999,3.266666666666667,81.16666666666667,2.35,1025.6166666666666,40833.333333333336,272.0
Friday,2020-04-10,0,5.547833499999999,5.69938,3.8333333333333335,82.5,2.1833333333333336,1025.5166666666669,35000.0,282.0
Friday,2020-04-10,1,5.6560815,5.69938,3.483333333333333,86.33333333333333,2.266666666666667,1025.6166666666666,28000.0,276.0
Friday,2020-04-10,2,,,3.033333333333333,88.66666666666667,2.266666666666667,1025.65,22833.33333333333,284.0
Friday,2020-04-10,3,2.4547945,2.5754135,1.6166666666666665,92.33333333333331,2.766666666666667,1025.75,20500.0,255.0
Friday,2020-04-10,4,3.6835155,3.505165,1.8833333333333333,93.83333333333331,2.4333333333333336,1025.8333333333333,18000.0,271.0
Friday,2020-04-10,5,7.758086,9.171488,2.2,94.5,1.3333333333333333,1026.05,16833.333333333332,283.0
Friday,2020-04-10,6,10.6602925,13.991215,4.733333333333333,89.0,2.25,1026.2666666666669,19166.666666666668,276.0
Friday,2020-04-10,7,9.0399075,12.855369,6.433333333333334,79.83333333333333,2.1666666666666665,1026.2166666666667,23500.0,275.0
Friday,2020-04-10,8,3.5434865,4.590909,7.649999999999999,66.5,2.9333333333333336,1026.2666666666669,32500.0,246.0
Friday,2020-04-10,9,2.5412925,3.5268595,8.166666666666666,64.16666666666667,2.766666666666667,1026.0666666666666,31666.666666666668,257.0
Friday,2020-04-10,10,1.1035895,1.645858,8.983333333333333,57.0,2.6,1025.7666666666669,37500.0,223.0
Friday,2020-04-10,11,1.47068,2.5593395,9.716666666666669,57.333333333333336,3.1,1025.5,32500.0,231.0
Friday,2020-04-10,12,1.362012,2.1517025,10.4,58.833333333333336,3.516666666666667,1025.0,29500.0,179.0
Friday,2020-04-10,13,1.392663,1.883385,10.7,56.66666666666666,4.016666666666667,1024.5833333333333,30166.666666666668,231.0
Friday,2020-04-10,14,1.07242135,1.2487102,10.233333333333333,52.833333333333336,4.266666666666667,1024.3166666666666,35000.0,228.0
Friday,2020-04-10,15,0.61328615,0.88751295,8.933333333333334,63.833333333333336,3.933333333333333,1024.3333333333333,35000.0,20.0
Friday,2020-04-10,16,0.6457293,0.7750258,8.366666666666667,64.83333333333333,3.266666666666667,1024.3666666666668,41666.66666666666,34.0
Friday,2020-04-10,17,0.76523725,1.022704,7.95,66.33333333333333,1.7166666666666668,1024.6333333333334,34166.666666666664,30.0
Friday,2020-04-10,18,1.7456079999999998,1.992776,7.7,53.333333333333336,2.85,1024.8166666666666,43333.333333333336,300.0
Friday,2020-04-10,19,2.7571405,3.0918475,6.75,56.66666666666666,2.4333333333333336,1025.1833333333334,41666.66666666666,288.0
Friday,2020-04-10,20,3.7274315,3.917957,5.916666666666667,60.0,2.266666666666667,1025.45,40000.0,301.0
Friday,2020-04-10,21,7.4946645,7.659443,5.233333333333333,65.33333333333333,2.1833333333333336,1025.7,36666.66666666666,302.0
Friday,2020-04-10,22,9.414405,9.6924675,4.933333333333334,71.33333333333333,1.6166666666666665,1025.8,30833.33333333333,310.0
Friday,2020-04-10,23,10.17329,10.631578,4.45,76.16666666666667,2.066666666666667,1026.1166666666666,29833.33333333333,318.0
Saturday,2020-04-11,0,8.7798655,9.1248715,3.7,80.33333333333333,1.7,1026.15,30000.0,300.0
Saturday,2020-04-11,1,8.197758499999999,8.511868,2.5500000000000003,83.5,2.6,1026.25,27000.0,278.0
Saturday,2020-04-11,2,9.663941,10.3436535,1.7000000000000002,87.0,2.4333333333333336,1026.25,25500.0,294.0
Saturday,2020-04-11,3,14.716995,15.60165,1.2166666666666666,89.0,2.4333333333333336,1026.4,23000.0,293.0
Saturday,2020-04-11,4,14.72773,15.81321,1.0833333333333333,90.5,2.35,1026.65,20833.33333333333,286.0
Saturday,2020-04-11,5,16.083165,21.375645,2.5,90.0,2.066666666666667,1026.8166666666666,22166.666666666668,300.0
Saturday,2020-04-11,6,13.08167,18.65222,6.0,80.33333333333333,1.0833333333333333,1027.0666666666666,34000.0,288.0
Saturday,2020-04-11,7,9.1807475,12.253871,8.066666666666666,67.0,0.3333333333333333,1027.2166666666665,45000.0,318.0
